time,.data
2020/04/03/19:50:58.023860,"(-0.6787567138671875, -0.1663970947265625, -10.214859008789062)"
2020/04/03/19:50:58.152156,"(-0.73382568359375, -0.08380126953125, -10.253173828125)"
2020/04/03/19:50:58.227879,"(-0.7362213134765625, -0.395050048828125, -10.34295654296875)"
2020/04/03/19:50:58.356600,"(-0.5949554443359375, -0.45489501953125, -10.02093505859375)"
2020/04/03/19:50:58.556076,"(-0.438140869140625, -0.1831512451171875, -10.421966552734375)"
2020/04/03/19:50:58.562992,"(-0.64404296875, -0.3734893798828125, -10.024520874023438)"
2020/04/03/19:50:58.646690,"(-0.902618408203125, -0.3256072998046875, -10.553634643554688)"
2020/04/03/19:50:58.747632,"(-0.7110748291015625, -0.586578369140625, -9.744400024414062)"
2020/04/03/19:50:58.848871,"(-0.3088531494140625, -0.1448516845703125, -10.517730712890625)"
2020/04/03/19:50:58.955372,"(-0.5039825439453125, -0.3447723388671875, -9.9000244140625)"
2020/04/03/19:50:59.060355,"(-0.7984619140625, -0.2789306640625, -10.740386962890625)"
2020/04/03/19:50:59.162722,"(-0.809234619140625, -0.4261627197265625, -9.77313232421875)"
2020/04/03/19:50:59.267058,"(-0.6428375244140625, -0.062255859375, -10.746368408203125)"
2020/04/03/19:50:59.371752,"(-0.9325408935546875, -0.322021484375, -9.902420043945312)"
2020/04/03/19:50:59.505780,"(-0.881072998046875, -0.099365234375, -10.897201538085938)"
2020/04/03/19:50:59.599154,"(-0.7266387939453125, -0.1915435791015625, -10.38006591796875)"
2020/04/03/19:50:59.703418,"(-0.4465179443359375, -0.1568145751953125, -10.195709228515625)"
2020/04/03/19:50:59.808097,"(-0.68115234375, -0.5003814697265625, -10.14422607421875)"
2020/04/03/19:50:59.912561,"(-0.64404296875, -0.3040618896484375, -10.263946533203125)"
2020/04/03/19:51:00.020643,"(-0.5374908447265625, -0.143646240234375, -10.30224609375)"
2020/04/03/19:51:00.123069,"(-0.8631134033203125, -0.3531494140625, -10.253173828125)"
2020/04/03/19:51:00.229784,"(-0.6679840087890625, -0.38067626953125, -10.2220458984375)"
2020/04/03/19:51:00.330892,"(-0.6751708984375, -0.0299224853515625, -10.49737548828125)"
2020/04/03/19:51:00.434845,"(-0.7637481689453125, -0.20709228515625, -10.128677368164062)"
2020/04/03/19:51:00.539098,"(-0.8307952880859375, -0.4345550537109375, -10.41717529296875)"
2020/04/03/19:51:00.643614,"(-0.544677734375, -0.1723785400390625, -10.125076293945312)"
2020/04/03/19:51:00.748443,"(-0.8319854736328125, -0.15203857421875, -10.445907592773438)"
2020/04/03/19:51:00.854402,"(-1.0809783935546875, -0.56622314453125, -10.017333984375)"
2020/04/03/19:51:00.956906,"(-0.7685394287109375, -0.1185150146484375, -10.425552368164062)"
2020/04/03/19:51:01.061490,"(-0.9349365234375, -0.196319580078125, -10.217254638671875)"
2020/04/03/19:51:01.165894,"(-0.82958984375, -0.4309539794921875, -10.133453369140625)"
2020/04/03/19:51:01.270371,"(-0.9169769287109375, -0.30047607421875, -10.298660278320312)"
2020/04/03/19:51:01.374872,"(-0.8152313232421875, -0.2729339599609375, -10.177749633789062)"
2020/04/03/19:51:01.475679,"(-0.8379669189453125, -0.116119384765625, -10.344146728515625)"
2020/04/03/19:51:01.578722,"(-0.90380859375, -0.23822021484375, -10.20050048828125)"
2020/04/03/19:51:01.683129,"(-1.0582427978515625, -0.217864990234375, -10.357315063476562)"
2020/04/03/19:51:01.787032,"(-0.8164215087890625, -0.184356689453125, -10.350128173828125)"
2020/04/03/19:51:01.891519,"(-0.639251708984375, -0.3088531494140625, -10.272323608398438)"
2020/04/03/19:51:01.997199,"(-0.82000732421875, -0.1556243896484375, -10.350128173828125)"
2020/04/03/19:51:02.101657,"(-0.8212127685546875, -0.13287353515625, -10.393234252929688)"
2020/04/03/19:51:02.204490,"(-0.7745208740234375, -0.258575439453125, -10.281906127929688)"
2020/04/03/19:51:02.310821,"(-0.5147552490234375, -0.2825164794921875, -10.314224243164062)"
2020/04/03/19:51:02.416342,"(-0.6093292236328125, -0.396240234375, -10.043670654296875)"
2020/04/03/19:51:02.517333,"(-0.68115234375, -0.2765350341796875, -10.328582763671875)"
2020/04/03/19:51:02.622665,"(-0.602142333984375, -0.268157958984375, -10.183731079101562)"
2020/04/03/19:51:02.728451,"(-0.7529754638671875, -0.338775634765625, -10.36090087890625)"
2020/04/03/19:51:02.832060,"(-0.5506591796875, -0.4201812744140625, -9.976638793945312)"
2020/04/03/19:51:02.935702,"(-0.664398193359375, -0.1975250244140625, -10.461471557617188)"
2020/04/03/19:51:03.039147,"(-0.8116302490234375, -0.33758544921875, -9.994598388671875)"
2020/04/03/19:51:03.142075,"(-0.86669921875, -0.2908935546875, -10.443511962890625)"
2020/04/03/19:51:03.243059,"(-0.4680633544921875, -0.385467529296875, -10.050857543945312)"
2020/04/03/19:51:03.348370,"(-0.4094085693359375, -0.4345550537109375, -10.120285034179688)"
2020/04/03/19:51:03.451992,"(-0.656005859375, -0.3627166748046875, -10.0736083984375)"
2020/04/03/19:51:03.556165,"(-0.877471923828125, -0.1029510498046875, -10.427947998046875)"
2020/04/03/19:51:03.657199,"(-0.7158660888671875, -0.205902099609375, -10.332183837890625)"
2020/04/03/19:51:03.760770,"(-0.6679840087890625, -0.359130859375, -10.0484619140625)"
2020/04/03/19:51:03.865082,"(-0.64044189453125, -0.2789306640625, -10.316619873046875)"
2020/04/03/19:51:03.969041,"(-0.7062835693359375, -0.13287353515625, -10.17535400390625)"
2020/04/03/19:51:04.073874,"(-0.914581298828125, -0.2920989990234375, -10.330978393554688)"
2020/04/03/19:51:04.178843,"(-0.7673492431640625, -0.233428955078125, -10.262741088867188)"
2020/04/03/19:51:04.280727,"(-0.7577667236328125, -0.131683349609375, -10.474639892578125)"
2020/04/03/19:51:04.382174,"(-0.772125244140625, -0.3531494140625, -10.060440063476562)"
2020/04/03/19:51:04.489176,"(-0.693115234375, -0.342376708984375, -10.371688842773438)"
2020/04/03/19:51:04.590235,"(-0.7266387939453125, -0.2980804443359375, -9.99578857421875)"
2020/04/03/19:51:04.695363,"(-0.846343994140625, -0.23822021484375, -10.430343627929688)"
2020/04/03/19:51:04.801281,"(-0.8116302490234375, -0.3770904541015625, -10.077194213867188)"
2020/04/03/19:51:04.903744,"(-0.7589569091796875, -0.23822021484375, -10.303451538085938)"
2020/04/03/19:51:05.007984,"(-0.645233154296875, -0.4417266845703125, -10.05206298828125)"
2020/04/03/19:51:05.112446,"(-0.80804443359375, -0.2932891845703125, -10.254364013671875)"
2020/04/03/19:51:05.216506,"(-0.648834228515625, -0.2609710693359375, -10.207672119140625)"
2020/04/03/19:51:05.320628,"(-0.846343994140625, -0.307647705078125, -10.315414428710938)"
2020/04/03/19:51:05.425173,"(-0.7529754638671875, -0.3567352294921875, -10.146621704101562)"
2020/04/03/19:51:05.530715,"(-0.5901641845703125, -0.1017608642578125, -10.393234252929688)"
2020/04/03/19:51:05.636585,"(-0.9792327880859375, -0.2873077392578125, -10.388442993164062)"
2020/04/03/19:51:05.739104,"(-0.812835693359375, -0.2190704345703125, -10.441116333007812)"
2020/04/03/19:51:05.843001,"(-0.6153106689453125, -0.20111083984375, -10.301055908203125)"
2020/04/03/19:51:05.948187,"(-0.738616943359375, -0.4141998291015625, -10.066421508789062)"
2020/04/03/19:51:06.051615,"(-0.744598388671875, -0.258575439453125, -10.377670288085938)"
2020/04/03/19:51:06.157177,"(-0.7841033935546875, -0.178375244140625, -10.26513671875)"
2020/04/03/19:51:06.260239,"(-1.0163421630859375, -0.122100830078125, -10.377670288085938)"
2020/04/03/19:51:06.365232,"(-0.9121856689453125, -0.305267333984375, -10.16339111328125)"
2020/04/03/19:51:06.469407,"(-0.7050933837890625, -0.295684814453125, -10.3333740234375)"
2020/04/03/19:51:06.573777,"(-0.682342529296875, -0.333984375, -10.16339111328125)"
2020/04/03/19:51:06.675595,"(-0.664398193359375, -0.3208160400390625, -10.168167114257812)"
2020/04/03/19:51:06.777946,"(-0.7697296142578125, -0.1975250244140625, -10.33935546875)"
2020/04/03/19:51:06.883018,"(-0.85113525390625, -0.2082977294921875, -10.20648193359375)"
2020/04/03/19:51:06.986898,"(-0.930145263671875, -0.147247314453125, -10.290283203125)"
2020/04/03/19:51:07.087387,"(-0.97802734375, -0.1723785400390625, -10.278305053710938)"
2020/04/03/19:51:07.190155,"(-0.8798675537109375, -0.1604156494140625, -10.322601318359375)"
2020/04/03/19:51:07.295390,"(-0.812835693359375, -0.311248779296875, -10.115509033203125)"
2020/04/03/19:51:07.401921,"(-0.670379638671875, -0.3184356689453125, -10.211273193359375)"
2020/04/03/19:51:07.502829,"(-0.6272735595703125, -0.311248779296875, -10.055648803710938)"
2020/04/03/19:51:07.611888,"(-0.887054443359375, -0.1987152099609375, -10.430343627929688)"
2020/04/03/19:51:07.712235,"(-0.7984619140625, -0.211883544921875, -10.24957275390625)"
2020/04/03/19:51:07.814694,"(-0.64044189453125, -0.3471527099609375, -10.07000732421875)"
2020/04/03/19:51:07.916488,"(-0.7242431640625, -0.3184356689453125, -10.140640258789062)"
2020/04/03/19:51:08.021225,"(-0.7781219482421875, -0.2465972900390625, -10.255569458007812)"
2020/04/03/19:51:08.126180,"(-0.691925048828125, -0.2238616943359375, -10.332183837890625)"
2020/04/03/19:51:08.227123,"(-0.4764404296875, -0.33758544921875, -10.164581298828125)"
2020/04/03/19:51:08.329600,"(-0.6727752685546875, -0.416595458984375, -10.352523803710938)"
2020/04/03/19:51:08.432383,"(-0.544677734375, -0.360321044921875, -10.187332153320312)"
2020/04/03/19:51:08.535963,"(-0.574615478515625, -0.1723785400390625, -10.3585205078125)"
2020/04/03/19:51:08.640839,"(-0.94091796875, -0.363922119140625, -10.1597900390625)"
2020/04/03/19:51:08.745873,"(-0.62847900390625, -0.289703369140625, -10.3585205078125)"
2020/04/03/19:51:08.850313,"(-0.5099639892578125, -0.34954833984375, -10.056838989257812)"
2020/04/03/19:51:08.954486,"(-0.754180908203125, -0.385467529296875, -10.277114868164062)"
2020/04/03/19:51:09.055052,"(-0.8942413330078125, -0.2980804443359375, -10.160995483398438)"
2020/04/03/19:51:09.158453,"(-0.8008575439453125, -0.079010009765625, -10.605117797851562)"
2020/04/03/19:51:09.263682,"(-1.109710693359375, -0.3555450439453125, -10.105926513671875)"
2020/04/03/19:51:09.367425,"(-0.7481842041015625, -0.305267333984375, -10.289077758789062)"
2020/04/03/19:51:09.471544,"(-0.629669189453125, -0.34356689453125, -9.95269775390625)"
2020/04/03/19:51:09.575554,"(-0.843963623046875, -0.3926544189453125, -10.199295043945312)"
2020/04/03/19:51:09.680935,"(-0.85711669921875, -0.357940673828125, -10.065231323242188)"
2020/04/03/19:51:09.786422,"(-0.90740966796875, -0.1340789794921875, -10.36090087890625)"
2020/04/03/19:51:09.888944,"(-0.914581298828125, -0.22625732421875, -10.41717529296875)"
2020/04/03/19:51:09.993636,"(-0.85711669921875, -0.2837066650390625, -10.230422973632812)"
2020/04/03/19:51:10.101435,"(-0.723052978515625, -0.248992919921875, -10.244781494140625)"
2020/04/03/19:51:10.203734,"(-0.7374114990234375, -0.2884979248046875, -10.24957275390625)"
2020/04/03/19:51:10.306974,"(-0.6835479736328125, -0.2813262939453125, -10.272323608398438)"
2020/04/03/19:51:10.411123,"(-0.6751708984375, -0.26336669921875, -10.251968383789062)"
2020/04/03/19:51:10.513080,"(-0.735015869140625, -0.2465972900390625, -10.31182861328125)"
2020/04/03/19:51:10.614724,"(-0.6955108642578125, -0.2908935546875, -10.248382568359375)"
2020/04/03/19:51:10.722372,"(-0.6787567138671875, -0.2813262939453125, -10.24359130859375)"
2020/04/03/19:51:10.823981,"(-0.7254486083984375, -0.2837066650390625, -10.19091796875)"
2020/04/03/19:51:10.928119,"(-0.9121856689453125, -0.2717437744140625, -10.341751098632812)"
2020/04/03/19:51:11.032825,"(-1.1384429931640625, -0.259765625, -10.287887573242188)"
2020/04/03/19:51:11.133955,"(-1.1755523681640625, -0.2992706298828125, -10.245986938476562)"
2020/04/03/19:51:11.238869,"(-1.4868011474609375, -0.2717437744140625, -10.111907958984375)"
2020/04/03/19:51:11.340629,"(-1.5538330078125, -0.2777252197265625, -10.117889404296875)"
2020/04/03/19:51:11.445179,"(-1.7333984375, -0.2286529541015625, -10.119094848632812)"
2020/04/03/19:51:11.545172,"(-1.9931793212890625, -0.190338134765625, -10.22802734375)"
2020/04/03/19:51:11.649662,"(-2.1751251220703125, -0.20709228515625, -10.104721069335938)"
2020/04/03/19:51:11.753901,"(-2.1416168212890625, -0.2777252197265625, -10.152618408203125)"
2020/04/03/19:51:11.858397,"(-2.2325897216796875, -0.3100433349609375, -10.028106689453125)"
2020/04/03/19:51:11.961260,"(-2.49835205078125, -0.2286529541015625, -10.040084838867188)"
2020/04/03/19:51:12.066556,"(-2.604888916015625, -0.2166748046875, -10.037689208984375)"
2020/04/03/19:51:12.172775,"(-2.698272705078125, -0.2346343994140625, -9.986221313476562)"
2020/04/03/19:51:12.274361,"(-2.831146240234375, -0.27532958984375, -9.932342529296875)"
2020/04/03/19:51:12.380094,"(-2.86944580078125, -0.284912109375, -9.925155639648438)"
2020/04/03/19:51:12.484617,"(-3.0777435302734375, -0.2346343994140625, -9.859329223632812)"
2020/04/03/19:51:12.587994,"(-3.2609100341796875, -0.2035064697265625, -9.883270263671875)"
2020/04/03/19:51:12.693982,"(-3.3506927490234375, -0.1927337646484375, -9.877273559570312)"
2020/04/03/19:51:12.798642,"(-3.4428558349609375, -0.2837066650390625, -9.749191284179688)"
2020/04/03/19:51:12.900791,"(-3.50152587890625, -0.268157958984375, -9.676162719726562)"
2020/04/03/19:51:13.009201,"(-3.672698974609375, -0.2573699951171875, -9.627090454101562)"
2020/04/03/19:51:13.109797,"(-3.89776611328125, -0.20709228515625, -9.53131103515625)"
2020/04/03/19:51:13.214238,"(-3.9647979736328125, -0.1759796142578125, -9.573211669921875)"
2020/04/03/19:51:13.321207,"(-4.0497894287109375, -0.190338134765625, -9.586380004882812)"
2020/04/03/19:51:13.422787,"(-4.1707000732421875, -0.2561798095703125, -9.38287353515625)"
2020/04/03/19:51:13.527755,"(-4.09527587890625, -0.3351898193359375, -9.264358520507812)"
2020/04/03/19:51:13.632948,"(-4.2126007080078125, -0.3651123046875, -9.1446533203125)"
2020/04/03/19:51:13.736083,"(-4.6040496826171875, -0.1556243896484375, -9.459487915039062)"
2020/04/03/19:51:13.841172,"(-4.8111419677734375, -0.0778045654296875, -9.528915405273438)"
2020/04/03/19:51:13.947664,"(-4.7860107421875, -0.2082977294921875, -9.3553466796875)"
2020/04/03/19:51:14.048863,"(-4.83270263671875, -0.13287353515625, -9.188949584960938)"
2020/04/03/19:51:14.154503,"(-4.8674163818359375, -0.248992919921875, -9.051284790039062)"
2020/04/03/19:51:14.259573,"(-5.02423095703125, -0.22625732421875, -9.021347045898438)"
2020/04/03/19:51:14.362147,"(-5.0086669921875, -0.233428955078125, -8.977066040039062)"
2020/04/03/19:51:14.467154,"(-5.3079376220703125, -0.180755615234375, -8.993820190429688)"
2020/04/03/19:51:14.571112,"(-5.3330841064453125, -0.2310333251953125, -8.950729370117188)"
2020/04/03/19:51:14.675850,"(-5.515045166015625, -0.0933685302734375, -8.919601440429688)"
2020/04/03/19:51:14.782668,"(-5.641937255859375, -0.1723785400390625, -8.882492065429688)"
2020/04/03/19:51:14.885095,"(-5.704193115234375, -0.24420166015625, -8.7232666015625)"
2020/04/03/19:51:14.989626,"(-5.6036224365234375, -0.1388702392578125, -8.65863037109375)"
2020/04/03/19:51:15.093710,"(-5.7305145263671875, -0.2094879150390625, -8.629898071289062)"
2020/04/03/19:51:15.194387,"(-5.8669891357421875, -0.2394256591796875, -8.554489135742188)"
2020/04/03/19:51:15.296887,"(-5.9627532958984375, -0.1663970947265625, -8.513778686523438)"
2020/04/03/19:51:15.402399,"(-5.932830810546875, -0.2023162841796875, -8.4263916015625)"
2020/04/03/19:51:15.509089,"(-6.0944366455078125, -0.2035064697265625, -8.412033081054688)"
2020/04/03/19:51:15.610721,"(-6.112396240234375, -0.217864990234375, -8.32464599609375)"
2020/04/03/19:51:15.717215,"(-6.154296875, -0.19512939453125, -8.303085327148438)"
2020/04/03/19:51:15.819981,"(-6.381744384765625, -0.2166748046875, -8.216903686523438)"
2020/04/03/19:51:15.923527,"(-6.3266754150390625, -0.2094879150390625, -8.239639282226562)"
2020/04/03/19:51:16.030250,"(-6.3781585693359375, -0.2765350341796875, -8.101974487304688)"
2020/04/03/19:51:16.137659,"(-6.5696868896484375, -0.2298431396484375, -8.058883666992188)"
2020/04/03/19:51:16.236491,"(-6.5792694091796875, -0.199920654296875, -8.032546997070312)"
2020/04/03/19:51:16.340828,"(-6.72052001953125, -0.2082977294921875, -7.9307861328125)"
2020/04/03/19:51:16.445102,"(-6.8222808837890625, -0.2082977294921875, -7.833831787109375)"
2020/04/03/19:51:16.549379,"(-6.87255859375, -0.1508331298828125, -7.8003082275390625)"
2020/04/03/19:51:16.656187,"(-6.93121337890625, -0.199920654296875, -7.801513671875)"
2020/04/03/19:51:16.759090,"(-7.1263427734375, -0.147247314453125, -7.685394287109375)"
2020/04/03/19:51:16.863272,"(-7.115570068359375, -0.1663970947265625, -7.5716552734375)"
2020/04/03/19:51:16.968519,"(-7.2185211181640625, -0.184356689453125, -7.46990966796875)"
2020/04/03/19:51:17.071529,"(-7.1598663330078125, -0.2549896240234375, -7.406463623046875)"
2020/04/03/19:51:17.175660,"(-7.047332763671875, -0.22265625, -7.3777313232421875)"
2020/04/03/19:51:17.277325,"(-7.2412567138671875, -0.1927337646484375, -7.3765411376953125)"
2020/04/03/19:51:17.379553,"(-7.4208221435546875, -0.1987152099609375, -7.3657684326171875)"
2020/04/03/19:51:17.483799,"(-7.4304046630859375, -0.1675872802734375, -7.2711944580078125)"
2020/04/03/19:51:17.588480,"(-7.4794921875, -0.0802001953125, -7.3310394287109375)"
2020/04/03/19:51:17.692240,"(-7.4986419677734375, -0.08380126953125, -7.3035125732421875)"
2020/04/03/19:51:17.797864,"(-7.40765380859375, -0.1975250244140625, -7.14190673828125)"
2020/04/03/19:51:17.904758,"(-7.343017578125, -0.2561798095703125, -6.951568603515625)"
2020/04/03/19:51:18.006208,"(-7.486663818359375, -0.2454071044921875, -6.9862823486328125)"
2020/04/03/19:51:18.113420,"(-7.5537109375, -0.2310333251953125, -6.9036865234375)"
2020/04/03/19:51:18.216675,"(-7.7991180419921875, -0.162811279296875, -6.8653717041015625)"
2020/04/03/19:51:18.320191,"(-7.972686767578125, -0.1508331298828125, -6.772003173828125)"
2020/04/03/19:51:18.426292,"(-7.957122802734375, -0.1041412353515625, -6.7648162841796875)"
2020/04/03/19:51:18.528550,"(-8.02056884765625, -0.2035064697265625, -6.694183349609375)"
2020/04/03/19:51:18.632307,"(-7.9894561767578125, -0.1544189453125, -6.6056060791015625)"
2020/04/03/19:51:18.738171,"(-7.9966278076171875, -0.2394256591796875, -6.4942779541015625)"
2020/04/03/19:51:18.840459,"(-8.183380126953125, -0.2130889892578125, -6.403289794921875)"
2020/04/03/19:51:18.945650,"(-8.068466186523438, -0.173583984375, -6.403289794921875)"
2020/04/03/19:51:19.051264,"(-8.2899169921875, -0.173583984375, -6.3518218994140625)"
2020/04/03/19:51:19.152558,"(-8.195358276367188, -0.2358245849609375, -6.3410491943359375)"
2020/04/03/19:51:19.254524,"(-8.161834716796875, -0.2298431396484375, -6.2835845947265625)"
2020/04/03/19:51:19.354577,"(-8.236053466796875, -0.20709228515625, -6.2165374755859375)"
2020/04/03/19:51:19.457768,"(-8.4263916015625, -0.1400604248046875, -6.17584228515625)"
2020/04/03/19:51:19.562880,"(-8.372528076171875, -0.221466064453125, -6.1207733154296875)"
2020/04/03/19:51:19.666173,"(-8.32464599609375, -0.1939239501953125, -6.075286865234375)"
2020/04/03/19:51:19.770486,"(-8.408432006835938, -0.178375244140625, -6.001068115234375)"
2020/04/03/19:51:19.875275,"(-8.453933715820312, -0.1652069091796875, -5.9627532958984375)"
2020/04/03/19:51:19.980250,"(-8.558074951171875, -0.174774169921875, -5.95318603515625)"
2020/04/03/19:51:20.083831,"(-8.536529541015625, -0.1879425048828125, -5.8502349853515625)"
2020/04/03/19:51:20.187794,"(-8.528152465820312, -0.205902099609375, -5.8346710205078125)"
2020/04/03/19:51:20.292732,"(-8.579620361328125, -0.15802001953125, -5.7197418212890625)"
2020/04/03/19:51:20.397246,"(-8.512588500976562, -0.2465972900390625, -5.6383514404296875)"
2020/04/03/19:51:20.501582,"(-8.526947021484375, -0.2884979248046875, -5.552154541015625)"
2020/04/03/19:51:20.605715,"(-8.730453491210938, -0.2130889892578125, -5.521026611328125)"
2020/04/03/19:51:20.713872,"(-8.728057861328125, -0.1831512451171875, -5.5593414306640625)"
2020/04/03/19:51:20.814682,"(-8.877700805664062, -0.15203857421875, -5.530609130859375)"
2020/04/03/19:51:20.919505,"(-8.837005615234375, -0.178375244140625, -5.39892578125)"
2020/04/03/19:51:21.023103,"(-8.79150390625, -0.215484619140625, -5.3953399658203125)"
2020/04/03/19:51:21.128082,"(-8.876495361328125, -0.205902099609375, -5.257659912109375)"
2020/04/03/19:51:21.232964,"(-8.874114990234375, -0.227447509765625, -5.2684478759765625)"
2020/04/03/19:51:21.339777,"(-8.889663696289062, -0.185546875, -5.146331787109375)"
2020/04/03/19:51:21.440772,"(-8.9962158203125, -0.18914794921875, -5.224151611328125)"
2020/04/03/19:51:21.546438,"(-9.015365600585938, -0.1771697998046875, -5.1547088623046875)"
2020/04/03/19:51:21.650181,"(-8.979446411132812, -0.2250518798828125, -5.1367645263671875)"
2020/04/03/19:51:21.753967,"(-9.02972412109375, -0.180755615234375, -4.9895172119140625)"
2020/04/03/19:51:21.860579,"(-9.131484985351562, -0.2082977294921875, -4.988311767578125)"
2020/04/03/19:51:21.963008,"(-8.8848876953125, -0.2729339599609375, -4.970367431640625)"
2020/04/03/19:51:22.067073,"(-9.039306640625, -0.1867523193359375, -4.88775634765625)"
2020/04/03/19:51:22.171653,"(-9.076416015625, -0.24420166015625, -4.854248046875)"
2020/04/03/19:51:22.275468,"(-9.093185424804688, -0.2130889892578125, -4.780029296875)"
2020/04/03/19:51:22.379420,"(-9.108734130859375, -0.2130889892578125, -4.7141876220703125)"
2020/04/03/19:51:22.483920,"(-9.074020385742188, -0.23822021484375, -4.6770782470703125)"
2020/04/03/19:51:22.588388,"(-9.162612915039062, -0.2142791748046875, -4.617218017578125)"
2020/04/03/19:51:22.693078,"(-9.163803100585938, -0.18914794921875, -4.6208038330078125)"
2020/04/03/19:51:22.794666,"(-9.279922485351562, -0.1795654296875, -4.6208038330078125)"
2020/04/03/19:51:22.898710,"(-9.2069091796875, -0.2394256591796875, -4.51068115234375)"
2020/04/03/19:51:23.003580,"(-9.192535400390625, -0.2298431396484375, -4.4867401123046875)"
2020/04/03/19:51:23.106448,"(-9.27154541015625, -0.248992919921875, -4.4663848876953125)"
2020/04/03/19:51:23.212163,"(-9.354141235351562, -0.205902099609375, -4.40533447265625)"
2020/04/03/19:51:23.314393,"(-9.2440185546875, -0.2286529541015625, -4.410125732421875)"
2020/04/03/19:51:23.419463,"(-9.270355224609375, -0.27532958984375, -4.295196533203125)"
2020/04/03/19:51:23.520570,"(-9.410415649414062, -0.16998291015625, -4.326324462890625)"
2020/04/03/19:51:23.623174,"(-9.41400146484375, -0.168792724609375, -4.3335113525390625)"
2020/04/03/19:51:23.727203,"(-9.487030029296875, -0.2394256591796875, -4.195831298828125)"
2020/04/03/19:51:23.832786,"(-9.47265625, -0.2238616943359375, -4.135986328125)"
2020/04/03/19:51:23.935213,"(-9.362518310546875, -0.24420166015625, -4.094085693359375)"
2020/04/03/19:51:24.041044,"(-9.422378540039062, -0.280120849609375, -4.08929443359375)"
2020/04/03/19:51:24.146650,"(-9.373306274414062, -0.2465972900390625, -4.0557708740234375)"
2020/04/03/19:51:24.248949,"(-9.45111083984375, -0.196319580078125, -4.0066986083984375)"
2020/04/03/19:51:24.353217,"(-9.552871704101562, -0.1568145751953125, -3.998321533203125)"
2020/04/03/19:51:24.458971,"(-9.549270629882812, -0.196319580078125, -4.0078887939453125)"
2020/04/03/19:51:24.562270,"(-9.546875, -0.184356689453125, -3.9217071533203125)"
2020/04/03/19:51:24.670146,"(-9.617507934570312, -0.23223876953125, -3.8390960693359375)"
2020/04/03/19:51:24.772247,"(-9.671371459960938, -0.184356689453125, -3.8007965087890625)"
2020/04/03/19:51:24.875745,"(-9.703704833984375, -0.18914794921875, -3.7636871337890625)"
2020/04/03/19:51:24.983188,"(-9.601943969726562, -0.2358245849609375, -3.7062225341796875)"
2020/04/03/19:51:25.083758,"(-9.588775634765625, -0.2346343994140625, -3.68109130859375)"
2020/04/03/19:51:25.187963,"(-9.639053344726562, -0.23822021484375, -3.676300048828125)"
2020/04/03/19:51:25.296653,"(-9.649826049804688, -0.19512939453125, -3.66192626953125)"
2020/04/03/19:51:25.397835,"(-9.613922119140625, -0.1663970947265625, -3.62841796875)"
2020/04/03/19:51:25.502107,"(-9.646240234375, -0.2190704345703125, -3.620025634765625)"
2020/04/03/19:51:25.609164,"(-9.59954833984375, -0.217864990234375, -3.576934814453125)"
2020/04/03/19:51:25.711087,"(-9.679763793945312, -0.2035064697265625, -3.51708984375)"
2020/04/03/19:51:25.816768,"(-9.59356689453125, -0.2418212890625, -3.466796875)"
2020/04/03/19:51:25.921525,"(-9.619903564453125, -0.2549896240234375, -3.3830108642578125)"
2020/04/03/19:51:26.024190,"(-9.601943969726562, -0.2609710693359375, -3.385406494140625)"
2020/04/03/19:51:26.128947,"(-9.793487548828125, -0.1759796142578125, -3.344696044921875)"
2020/04/03/19:51:26.232365,"(-9.715667724609375, -0.2777252197265625, -3.2944183349609375)"
2020/04/03/19:51:26.336646,"(-9.865310668945312, -0.196319580078125, -3.227386474609375)"
2020/04/03/19:51:26.441773,"(-9.80426025390625, -0.2346343994140625, -3.2201995849609375)"
2020/04/03/19:51:26.545637,"(-9.727645874023438, -0.2394256591796875, -3.195068359375)"
2020/04/03/19:51:26.652637,"(-9.727645874023438, -0.2406158447265625, -3.1735076904296875)"
2020/04/03/19:51:26.756202,"(-9.725250244140625, -0.2250518798828125, -3.180694580078125)"
2020/04/03/19:51:26.859380,"(-9.725250244140625, -0.215484619140625, -3.1555633544921875)"
2020/04/03/19:51:26.964005,"(-9.690536499023438, -0.227447509765625, -3.186676025390625)"
2020/04/03/19:51:27.070010,"(-9.6893310546875, -0.2094879150390625, -3.11126708984375)"
2020/04/03/19:51:27.171702,"(-9.6893310546875, -0.2166748046875, -3.0573883056640625)"
2020/04/03/19:51:27.272110,"(-9.713272094726562, -0.26934814453125, -3.026275634765625)"
2020/04/03/19:51:27.373109,"(-9.868896484375, -0.1927337646484375, -3.0298614501953125)"
2020/04/03/19:51:27.474910,"(-9.7635498046875, -0.2166748046875, -2.984375)"
2020/04/03/19:51:27.580105,"(-9.89404296875, -0.2418212890625, -2.9245147705078125)"
2020/04/03/19:51:27.683961,"(-9.897628784179688, -0.22265625, -2.90057373046875)"
2020/04/03/19:51:27.790282,"(-9.907211303710938, -0.227447509765625, -2.8562774658203125)"
2020/04/03/19:51:27.895890,"(-9.93115234375, -0.237030029296875, -2.8443145751953125)"
2020/04/03/19:51:27.997187,"(-9.94671630859375, -0.2094879150390625, -2.7760772705078125)"
2020/04/03/19:51:28.100802,"(-9.850936889648438, -0.2310333251953125, -2.8491058349609375)"
2020/04/03/19:51:28.206116,"(-9.850936889648438, -0.2286529541015625, -2.8227691650390625)"
2020/04/03/19:51:28.307972,"(-9.764755249023438, -0.286102294921875, -2.736572265625)"
