time,.x,.y,.z
2020/04/03/19:47:15.313747,0.00183019514527,0.00099725153968,-0.000755107331182
2020/04/03/19:47:15.353700,0.00201233932987,0.00300253315293,-0.000816569512772
2020/04/03/19:47:15.393280,0.000698225895258,0.00199638368405,8.68072316758e-05
2020/04/03/19:47:15.433190,0.00183019475602,0.000997249071638,-0.00075510782918
2020/04/03/19:47:15.462965,-0.000824425078169,-0.00162518956178,-4.92336081322e-05
2020/04/03/19:47:15.492417,0.00164805512026,-0.0010080319948,-0.000693644809097
2020/04/03/19:47:15.521867,0.00183019475602,0.000997249071638,-0.00075510782918
2020/04/03/19:47:15.550878,-0.000991927894574,0.000996714073859,0.000792395608686
2020/04/03/19:47:15.580837,-0.000991928699864,0.000996713799047,0.000792394739468
2020/04/03/19:47:15.612351,-0.000182141423861,-0.0020052818095,6.14622827678e-05
2020/04/03/19:47:15.644530,-0.000140044817761,2.41440018775e-06,4.95181515187e-05
2020/04/03/19:47:15.684809,-0.000581790194678,0.000764339720372,0.00022624364548
2020/04/03/19:47:15.724184,-0.00990689800347,0.021516056728,0.00482373431509
2020/04/03/19:47:15.753363,-0.0202764441802,0.00979799574682,0.00867750776129
2020/04/03/19:47:15.785107,-0.0174178411136,0.0194706937242,0.00792778841302
2020/04/03/19:47:15.826039,-0.0186627932287,0.0158122843615,0.0087592585166
2020/04/03/19:47:15.866685,-0.0180071242087,0.0163148095867,0.00812425820977
2020/04/03/19:47:15.909602,-0.019484873888,0.0142412652359,0.0093498387087
2020/04/03/19:47:15.939512,-0.0159417756228,0.0122747683103,0.00811779537793
2020/04/03/19:47:15.970179,-0.01861494322,0.00475439868586,0.0089261158084
2020/04/03/19:47:15.999774,-0.0173337294538,0.0178571816528,0.00844325551841
2020/04/03/19:47:16.041108,-0.015339692223,0.0285226723735,0.0076463205945
