time,.data
2020/04/03/19:48:09.185335,"(-11.80572509765625, -16.94793701171875, 38.99383544921875)"
2020/04/03/19:48:09.288949,"(-11.8194580078125, -17.79937744140625, 39.3096923828125)"
2020/04/03/19:48:09.388141,"(-11.33270263671875, -17.822265625, 40.5548095703125)"
2020/04/03/19:48:09.487132,"(-11.90948486328125, -17.47894287109375, 40.58380126953125)"
2020/04/03/19:48:09.588346,"(-12.15362548828125, -17.46978759765625, 39.9627685546875)"
2020/04/03/19:48:09.690734,"(-12.08953857421875, -17.28057861328125, 39.00604248046875)"
2020/04/03/19:48:09.789643,"(-11.93084716796875, -17.6513671875, 40.9027099609375)"
2020/04/03/19:48:09.889555,"(-12.0819091796875, -17.9718017578125, 39.0045166015625)"
2020/04/03/19:48:09.990984,"(-13.6810302734375, -16.77398681640625, 41.30859375)"
2020/04/03/19:48:10.094027,"(-12.10479736328125, -17.79632568359375, 39.32342529296875)"
2020/04/03/19:48:10.192190,"(-12.68157958984375, -17.45452880859375, 39.3524169921875)"
2020/04/03/19:48:10.292993,"(-12.15362548828125, -17.46978759765625, 39.9627685546875)"
2020/04/03/19:48:10.394475,"(-12.6983642578125, -17.9718017578125, 39.67132568359375)"
2020/04/03/19:48:10.499430,"(-12.4114990234375, -17.974853515625, 39.65606689453125)"
2020/04/03/19:48:10.595951,"(-13.323974609375, -17.28057861328125, 40.338134765625)"
2020/04/03/19:48:10.696181,"(-12.4114990234375, -17.974853515625, 39.65606689453125)"
2020/04/03/19:48:10.799231,"(-12.71820068359375, -18.1427001953125, 39.98870849609375)"
2020/04/03/19:48:10.900931,"(-12.4359130859375, -17.79937744140625, 39.9749755859375)"
2020/04/03/19:48:10.997907,"(-13.6016845703125, -17.96722412109375, 40.35186767578125)"
2020/04/03/19:48:11.098915,"(-13.250732421875, -17.7825927734375, 39.38140869140625)"
2020/04/03/19:48:11.192876,"(-13.04931640625, -18.145751953125, 40.64178466796875)"
2020/04/03/19:48:11.290022,"(-14.1387939453125, -17.26226806640625, 39.74456787109375)"
2020/04/03/19:48:11.389986,"(-13.83209228515625, -17.09442138671875, 39.41192626953125)"
2020/04/03/19:48:11.491794,"(-13.812255859375, -16.92352294921875, 39.093017578125)"
2020/04/03/19:48:11.595562,"(-13.323974609375, -17.28057861328125, 40.338134765625)"
2020/04/03/19:48:11.694102,"(-13.9129638671875, -17.79022216796875, 40.68450927734375)"
2020/04/03/19:48:11.794225,"(-14.1143798828125, -17.43621826171875, 39.4256591796875)"
2020/04/03/19:48:11.894454,"(-13.8916015625, -17.6177978515625, 40.3656005859375)"
2020/04/03/19:48:11.988026,"(-14.1143798828125, -17.43621826171875, 39.4256591796875)"
2020/04/03/19:48:12.086039,"(-15.01007080078125, -18.11370849609375, 40.10467529296875)"
2020/04/03/19:48:12.186829,"(-14.66827392578125, -17.24853515625, 39.1357421875)"
2020/04/03/19:48:12.286991,"(-13.250732421875, -17.7825927734375, 39.38140869140625)"
2020/04/03/19:48:12.389707,"(-14.1143798828125, -17.43621826171875, 39.4256591796875)"
2020/04/03/19:48:12.490110,"(-14.15863037109375, -17.44232177734375, 40.06195068359375)"
2020/04/03/19:48:12.589309,"(-14.3768310546875, -17.596435546875, 39.1204833984375)"
2020/04/03/19:48:12.691876,"(-14.4012451171875, -17.43316650390625, 39.43939208984375)"
2020/04/03/19:48:12.791508,"(-14.95819091796875, -16.90826416015625, 39.1510009765625)"
2020/04/03/19:48:12.894368,"(-14.95819091796875, -16.90826416015625, 39.1510009765625)"
2020/04/03/19:48:12.992418,"(-15.7745361328125, -16.88995361328125, 38.55743408203125)"
2020/04/03/19:48:13.093572,"(-14.1357421875, -17.60711669921875, 39.74456787109375)"
2020/04/03/19:48:13.186377,"(-15.0146484375, -17.767333984375, 40.10467529296875)"
2020/04/03/19:48:13.284630,"(-15.21759033203125, -17.41485595703125, 38.8458251953125)"
2020/04/03/19:48:13.385270,"(-15.52276611328125, -17.58270263671875, 39.178466796875)"
2020/04/03/19:48:13.486075,"(-15.54718017578125, -17.41790771484375, 39.49737548828125)"
2020/04/03/19:48:13.587983,"(-14.66827392578125, -17.24853515625, 39.1357421875)"
2020/04/03/19:48:13.688945,"(-15.32745361328125, -17.254638671875, 40.4388427734375)"
2020/04/03/19:48:13.788029,"(-15.68145751953125, -17.09442138671875, 41.41082763671875)"
2020/04/03/19:48:13.891442,"(-15.53497314453125, -16.5557861328125, 39.17999267578125)"
2020/04/03/19:48:13.990920,"(-14.68353271484375, -17.7642822265625, 39.453125)"
2020/04/03/19:48:14.089413,"(-16.09649658203125, -17.5750732421875, 39.20745849609375)"
2020/04/03/19:48:14.190366,"(-15.50750732421875, -17.0654296875, 38.861083984375)"
2020/04/03/19:48:14.283775,"(-15.74249267578125, -17.73681640625, 38.23699951171875)"
2020/04/03/19:48:14.384969,"(-15.45867919921875, -17.4041748046875, 38.2232666015625)"
2020/04/03/19:48:14.482130,"(-16.4337158203125, -16.8975830078125, 39.86053466796875)"
2020/04/03/19:48:14.582867,"(-15.50750732421875, -17.0654296875, 38.861083984375)"
2020/04/03/19:48:14.685329,"(-16.09649658203125, -17.5750732421875, 39.20745849609375)"
2020/04/03/19:48:14.784734,"(-16.30706787109375, -16.5313720703125, 37.9486083984375)"
2020/04/03/19:48:14.884988,"(-16.34368896484375, -17.21954345703125, 38.58489990234375)"
2020/04/03/19:48:14.985919,"(-16.69769287109375, -17.05780029296875, 39.556884765625)"
2020/04/03/19:48:15.089550,"(-16.3665771484375, -17.05474853515625, 38.90380859375)"
2020/04/03/19:48:15.188220,"(-16.12396240234375, -17.0654296875, 39.52789306640625)"
2020/04/03/19:48:15.288065,"(-16.900634765625, -16.69464111328125, 38.2965087890625)"
2020/04/03/19:48:15.389134,"(-16.09649658203125, -17.5750732421875, 39.20745849609375)"
2020/04/03/19:48:15.485417,"(-17.10205078125, -16.34063720703125, 37.03765869140625)"
2020/04/03/19:48:15.583842,"(-16.71295166015625, -17.5750732421875, 39.87274169921875)"
2020/04/03/19:48:15.684286,"(-17.82684326171875, -16.52679443359375, 39.29595947265625)"
2020/04/03/19:48:15.781966,"(-18.109130859375, -16.86859130859375, 39.3096923828125)"
2020/04/03/19:48:15.886467,"(-17.138671875, -17.02880859375, 37.67242431640625)"
2020/04/03/19:48:15.985267,"(-16.67327880859375, -17.22259521484375, 39.2364501953125)"
2020/04/03/19:48:16.083611,"(-15.96527099609375, -17.5537109375, 37.2955322265625)"
2020/04/03/19:48:16.176493,"(-17.18292236328125, -17.03643798828125, 38.31024169921875)"
2020/04/03/19:48:16.277989,"(-16.14837646484375, -16.900634765625, 39.8468017578125)"
2020/04/03/19:48:16.378551,"(-16.31927490234375, -17.39349365234375, 38.2659912109375)"
2020/04/03/19:48:16.475848,"(-16.40625, -17.4072265625, 39.54010009765625)"
2020/04/03/19:48:16.580026,"(-17.1661376953125, -16.52069091796875, 37.99285888671875)"
2020/04/03/19:48:16.679660,"(-17.1661376953125, -16.52069091796875, 37.99285888671875)"
2020/04/03/19:48:16.778533,"(-17.75970458984375, -16.6839599609375, 38.3392333984375)"
2020/04/03/19:48:16.878975,"(-16.58172607421875, -17.5537109375, 37.96234130859375)"
2020/04/03/19:48:16.983450,"(-18.10150146484375, -17.5506591796875, 39.30816650390625)"
2020/04/03/19:48:17.081962,"(-17.44537353515625, -17.1966552734375, 38.00506591796875)"
2020/04/03/19:48:17.180711,"(-17.266845703125, -17.39654541015625, 39.5843505859375)"
2020/04/03/19:48:17.282099,"(-17.4652099609375, -17.3797607421875, 38.323974609375)"
2020/04/03/19:48:17.375047,"(-17.44537353515625, -17.1966552734375, 38.00506591796875)"
2020/04/03/19:48:17.476414,"(-16.87164306640625, -17.20428466796875, 37.97760009765625)"
2020/04/03/19:48:17.574512,"(-18.3685302734375, -17.37518310546875, 39.0045166015625)"
2020/04/03/19:48:17.675148,"(-16.5618896484375, -17.3828125, 37.6434326171875)"
2020/04/03/19:48:17.778240,"(-17.2698974609375, -17.05169677734375, 39.5843505859375)"
2020/04/03/19:48:17.876639,"(-16.9158935546875, -17.2119140625, 38.6138916015625)"
2020/04/03/19:48:17.983190,"(-16.9403076171875, -17.047119140625, 38.93280029296875)"
2020/04/03/19:48:18.077574,"(-18.0419921875, -17.0257568359375, 38.35296630859375)"
2020/04/03/19:48:18.171674,"(-16.9158935546875, -17.2119140625, 38.6138916015625)"
2020/04/03/19:48:18.269503,"(-17.6910400390625, -16.851806640625, 37.38250732421875)"
2020/04/03/19:48:18.373068,"(-17.4407958984375, -17.54302978515625, 38.00506591796875)"
2020/04/03/19:48:18.470379,"(-18.06182861328125, -17.1966552734375, 38.671875)"
2020/04/03/19:48:18.564452,"(-16.9281005859375, -18.07403564453125, 38.9312744140625)"
2020/04/03/19:48:18.663869,"(-18.35174560546875, -16.85791015625, 38.6871337890625)"
2020/04/03/19:48:18.762533,"(-18.0389404296875, -17.37060546875, 38.3514404296875)"
2020/04/03/19:48:18.854960,"(-17.99774169921875, -17.0196533203125, 37.7166748046875)"
2020/04/03/19:48:18.956862,"(-18.19305419921875, -17.21954345703125, 40.58380126953125)"
2020/04/03/19:48:19.056203,"(-18.26171875, -17.1783447265625, 37.4114990234375)"
2020/04/03/19:48:19.155599,"(-18.54705810546875, -17.17681884765625, 37.4267578125)"
2020/04/03/19:48:19.256411,"(-18.8568115234375, -17.0074462890625, 37.7593994140625)"
2020/04/03/19:48:19.358626,"(-18.408203125, -17.718505859375, 39.64080810546875)"
2020/04/03/19:48:19.457145,"(-17.95806884765625, -16.6656494140625, 37.078857421875)"
2020/04/03/19:48:19.558527,"(-18.50738525390625, -16.83349609375, 36.7889404296875)"
2020/04/03/19:48:19.658134,"(-18.83697509765625, -16.8365478515625, 37.44049072265625)"
2020/04/03/19:48:19.759631,"(-19.39849853515625, -15.966796875, 37.15362548828125)"
2020/04/03/19:48:19.859861,"(-19.1009521484375, -16.99676513671875, 37.1368408203125)"
2020/04/03/19:48:19.960747,"(-19.50225830078125, -16.497802734375, 38.7451171875)"
2020/04/03/19:48:20.063209,"(-18.87664794921875, -17.1783447265625, 38.0767822265625)"
2020/04/03/19:48:20.168442,"(-19.09637451171875, -17.3431396484375, 37.1368408203125)"
2020/04/03/19:48:20.264143,"(-18.9208984375, -17.18597412109375, 38.714599609375)"
2020/04/03/19:48:20.364552,"(-18.06182861328125, -17.1966552734375, 38.671875)"
2020/04/03/19:48:20.468519,"(-19.140625, -17.35076904296875, 37.77313232421875)"
2020/04/03/19:48:20.566132,"(-17.22259521484375, -17.388916015625, 38.946533203125)"
2020/04/03/19:48:20.666160,"(-18.83392333984375, -17.1722412109375, 37.44049072265625)"
2020/04/03/19:48:20.767039,"(-17.8466796875, -16.69769287109375, 39.6148681640625)"
2020/04/03/19:48:20.861976,"(-18.12591552734375, -17.3858642578125, 39.6270751953125)"
2020/04/03/19:48:20.959520,"(-18.00994873046875, -17.88177490234375, 38.03253173828125)"
2020/04/03/19:48:21.059723,"(-19.34356689453125, -16.986083984375, 36.5142822265625)"
2020/04/03/19:48:21.159701,"(-19.76165771484375, -17.00439453125, 38.43994140625)"
2020/04/03/19:48:21.264197,"(-18.83087158203125, -17.51708984375, 37.44049072265625)"
2020/04/03/19:48:21.361895,"(-18.94073486328125, -17.3675537109375, 39.03350830078125)"
2020/04/03/19:48:21.461406,"(-18.92852783203125, -16.50543212890625, 38.71612548828125)"
2020/04/03/19:48:21.561818,"(-19.0093994140625, -17.20123291015625, 39.98870849609375)"
2020/04/03/19:48:21.657687,"(-19.21234130859375, -16.84722900390625, 38.7298583984375)"
2020/04/03/19:48:21.755522,"(-19.4305419921875, -17.0013427734375, 37.78839111328125)"
2020/04/03/19:48:21.853995,"(-19.18792724609375, -17.010498046875, 38.41094970703125)"
2020/04/03/19:48:21.955464,"(-19.34356689453125, -16.986083984375, 36.5142822265625)"
2020/04/03/19:48:22.057785,"(-19.366455078125, -16.82281494140625, 36.83319091796875)"
2020/04/03/19:48:22.159116,"(-19.69757080078125, -16.82586669921875, 37.4847412109375)"
2020/04/03/19:48:22.259017,"(-18.12286376953125, -17.7215576171875, 39.62554931640625)"
2020/04/03/19:48:22.358865,"(-19.3878173828125, -16.99371337890625, 37.15057373046875)"
2020/04/03/19:48:22.459009,"(-19.18792724609375, -17.010498046875, 38.41094970703125)"
2020/04/03/19:48:22.563509,"(-18.93463134765625, -18.04962158203125, 39.031982421875)"
2020/04/03/19:48:22.661350,"(-19.2718505859375, -17.37060546875, 39.68353271484375)"
2020/04/03/19:48:22.761111,"(-19.781494140625, -17.17681884765625, 38.75885009765625)"
2020/04/03/19:48:22.864714,"(-19.16351318359375, -17.17681884765625, 38.092041015625)"
2020/04/03/19:48:22.962405,"(-19.16046142578125, -17.52166748046875, 38.09051513671875)"
2020/04/03/19:48:23.062711,"(-19.47021484375, -17.35382080078125, 38.4246826171875)"
2020/04/03/19:48:23.168255,"(-19.7174072265625, -16.99676513671875, 37.8021240234375)"
2020/04/03/19:48:23.265725,"(-18.408203125, -17.718505859375, 39.64080810546875)"
2020/04/03/19:48:23.364281,"(-19.18487548828125, -17.35687255859375, 38.409423828125)"
2020/04/03/19:48:23.465675,"(-20.09124755859375, -17.0074462890625, 39.09149169921875)"
2020/04/03/19:48:23.569474,"(-19.207763671875, -17.18292236328125, 38.7298583984375)"
2020/04/03/19:48:23.669052,"(-20.00732421875, -16.6473388671875, 37.8173828125)"
2020/04/03/19:48:23.768339,"(-19.0521240234375, -17.33551025390625, 36.49749755859375)"
2020/04/03/19:48:23.868962,"(-18.80645751953125, -17.681884765625, 37.12158203125)"
2020/04/03/19:48:23.973076,"(-20.269775390625, -16.8182373046875, 37.51373291015625)"
2020/04/03/19:48:24.072804,"(-18.9605712890625, -17.5384521484375, 39.35089111328125)"
2020/04/03/19:48:24.170562,"(-19.69757080078125, -16.82586669921875, 37.4847412109375)"
2020/04/03/19:48:24.272112,"(-18.94073486328125, -17.3675537109375, 39.03350830078125)"
2020/04/03/19:48:24.364675,"(-19.47021484375, -17.35382080078125, 38.4246826171875)"
2020/04/03/19:48:24.462405,"(-19.69757080078125, -16.82586669921875, 37.4847412109375)"
2020/04/03/19:48:24.565046,"(-19.4671630859375, -17.68951416015625, 38.4246826171875)"
2020/04/03/19:48:24.664499,"(-19.67315673828125, -16.99066162109375, 37.16583251953125)"
2020/04/03/19:48:24.766354,"(-19.5098876953125, -17.69561767578125, 39.06097412109375)"
2020/04/03/19:48:24.865490,"(-19.71282958984375, -17.3431396484375, 37.8021240234375)"
2020/04/03/19:48:24.966344,"(-20.2056884765625, -16.63055419921875, 36.5570068359375)"
2020/04/03/19:48:25.067053,"(-19.77386474609375, -17.86651611328125, 38.75579833984375)"
2020/04/03/19:48:25.163168,"(-20.22552490234375, -16.81060791015625, 36.87591552734375)"
2020/04/03/19:48:25.259253,"(-19.71282958984375, -17.3431396484375, 37.8021240234375)"
2020/04/03/19:48:25.359174,"(-20.59326171875, -17.50335693359375, 38.16375732421875)"
2020/04/03/19:48:25.460301,"(-19.7174072265625, -16.99676513671875, 37.8021240234375)"
2020/04/03/19:48:25.563965,"(-20.06683349609375, -17.1722412109375, 38.7725830078125)"
2020/04/03/19:48:25.665515,"(-19.9798583984375, -17.15850830078125, 37.49847412109375)"
2020/04/03/19:48:25.761360,"(-19.96002197265625, -16.986083984375, 37.1795654296875)"
2020/04/03/19:48:25.865674,"(-20.0225830078125, -17.16461181640625, 38.134765625)"
2020/04/03/19:48:25.966197,"(-20.318603515625, -16.4794921875, 38.15155029296875)"
2020/04/03/19:48:26.064368,"(-19.70062255859375, -16.4794921875, 37.4847412109375)"
2020/04/03/19:48:26.165693,"(-20.39794921875, -17.17681884765625, 39.42413330078125)"
2020/04/03/19:48:26.259035,"(-19.47021484375, -17.35382080078125, 38.4246826171875)"
2020/04/03/19:48:26.357541,"(-20.06072998046875, -17.86346435546875, 38.77105712890625)"
2020/04/03/19:48:26.456585,"(-20.52459716796875, -17.6605224609375, 37.20703125)"
2020/04/03/19:48:26.557479,"(-19.757080078125, -17.35076904296875, 38.43841552734375)"
2020/04/03/19:48:26.661738,"(-20.135498046875, -17.01507568359375, 39.727783203125)"
2020/04/03/19:48:26.761749,"(-19.67315673828125, -16.99066162109375, 37.16583251953125)"
2020/04/03/19:48:26.859667,"(-20.8831787109375, -17.1539306640625, 38.177490234375)"
2020/04/03/19:48:26.960880,"(-20.2667236328125, -17.1539306640625, 37.51220703125)"
2020/04/03/19:48:27.052875,"(-20.0225830078125, -17.16461181640625, 38.134765625)"
2020/04/03/19:48:27.152684,"(-20.61614990234375, -17.33856201171875, 38.482666015625)"
2020/04/03/19:48:27.252161,"(-19.99969482421875, -17.33856201171875, 37.81585693359375)"
2020/04/03/19:48:27.352985,"(-20.83892822265625, -17.1478271484375, 37.54119873046875)"
2020/04/03/19:48:27.450030,"(-20.57647705078125, -16.986083984375, 37.84637451171875)"
2020/04/03/19:48:27.545712,"(-19.99969482421875, -17.33856201171875, 37.81585693359375)"
2020/04/03/19:48:27.645116,"(-20.5291748046875, -17.3248291015625, 37.20855712890625)"
2020/04/03/19:48:27.746357,"(-20.19805908203125, -17.32177734375, 36.55548095703125)"
2020/04/03/19:48:27.848124,"(-20.8587646484375, -17.327880859375, 37.85858154296875)"
2020/04/03/19:48:27.949845,"(-21.12579345703125, -17.14324951171875, 37.554931640625)"
2020/04/03/19:48:28.047827,"(-21.2127685546875, -17.15850830078125, 38.83056640625)"
2020/04/03/19:48:28.148659,"(-20.7275390625, -17.1783447265625, 40.07568359375)"
2020/04/03/19:48:28.250032,"(-20.2667236328125, -17.1539306640625, 37.51220703125)"
2020/04/03/19:48:28.349621,"(-20.39794921875, -17.17681884765625, 39.42413330078125)"
2020/04/03/19:48:28.450772,"(-20.77484130859375, -16.9677734375, 36.58599853515625)"
2020/04/03/19:48:28.550825,"(-20.53375244140625, -16.97845458984375, 37.20855712890625)"
2020/04/03/19:48:28.652761,"(-20.60394287109375, -16.4764404296875, 38.165283203125)"
2020/04/03/19:48:28.751957,"(-21.08612060546875, -16.7999267578125, 36.91864013671875)"
2020/04/03/19:48:28.853605,"(-20.39794921875, -17.17681884765625, 39.42413330078125)"
2020/04/03/19:48:28.945785,"(-20.86334228515625, -16.9830322265625, 37.860107421875)"
2020/04/03/19:48:29.047558,"(-20.06378173828125, -17.51708984375, 38.7725830078125)"
2020/04/03/19:48:29.145479,"(-20.281982421875, -17.67120361328125, 37.82958984375)"
2020/04/03/19:48:29.246435,"(-21.1456298828125, -17.3248291015625, 37.87384033203125)"
2020/04/03/19:48:29.350318,"(-20.53375244140625, -16.97845458984375, 37.20855712890625)"
2020/04/03/19:48:29.449631,"(-20.46966552734375, -16.7999267578125, 36.25335693359375)"
2020/04/03/19:48:29.548592,"(-20.819091796875, -16.97540283203125, 37.22381591796875)"
2020/04/03/19:48:29.649087,"(-20.819091796875, -16.97540283203125, 37.22381591796875)"
2020/04/03/19:48:29.753966,"(-20.2423095703125, -17.327880859375, 37.19329833984375)"
2020/04/03/19:48:29.853357,"(-20.28656005859375, -17.33551025390625, 37.82958984375)"
2020/04/03/19:48:29.952407,"(-20.89996337890625, -17.67120361328125, 38.49639892578125)"
2020/04/03/19:48:30.053044,"(-20.556640625, -16.815185546875, 37.5274658203125)"
2020/04/03/19:48:30.159277,"(-20.60089111328125, -16.82281494140625, 38.165283203125)"
2020/04/03/19:48:30.254675,"(-20.5291748046875, -17.3248291015625, 37.20855712890625)"
2020/04/03/19:48:30.353781,"(-20.57342529296875, -17.33245849609375, 37.8448486328125)"
2020/04/03/19:48:30.455287,"(-20.3338623046875, -16.99676513671875, 38.4674072265625)"
2020/04/03/19:48:30.559000,"(-20.28656005859375, -17.33551025390625, 37.82958984375)"
2020/04/03/19:48:30.659396,"(-21.1456298828125, -17.3248291015625, 37.87384033203125)"
2020/04/03/19:48:30.759254,"(-20.88775634765625, -16.8182373046875, 38.17901611328125)"
2020/04/03/19:48:30.858352,"(-20.64056396484375, -17.16461181640625, 38.80157470703125)"
2020/04/03/19:48:30.959861,"(-19.76165771484375, -17.00439453125, 38.43994140625)"
2020/04/03/19:48:31.059685,"(-20.7794189453125, -16.6229248046875, 36.58599853515625)"
2020/04/03/19:48:31.160290,"(-20.78857421875, -17.8314208984375, 36.90185546875)"
2020/04/03/19:48:31.260176,"(-20.53680419921875, -16.63360595703125, 37.20855712890625)"
2020/04/03/19:48:31.362730,"(-20.39031982421875, -17.86651611328125, 39.422607421875)"
2020/04/03/19:48:31.461888,"(-20.81146240234375, -17.65594482421875, 37.22076416015625)"
2020/04/03/19:48:31.562058,"(-20.477294921875, -17.99774169921875, 36.5692138671875)"
2020/04/03/19:48:31.665460,"(-20.8831787109375, -17.1539306640625, 38.177490234375)"
2020/04/03/19:48:31.766144,"(-20.306396484375, -17.50640869140625, 38.14849853515625)"
2020/04/03/19:48:31.864715,"(-20.5535888671875, -17.14935302734375, 37.5274658203125)"
2020/04/03/19:48:31.965740,"(-20.2667236328125, -17.1539306640625, 37.51220703125)"
2020/04/03/19:48:32.067999,"(-20.87860107421875, -17.498779296875, 38.177490234375)"
2020/04/03/19:48:32.170309,"(-20.5963134765625, -17.15850830078125, 38.16375732421875)"
2020/04/03/19:48:32.267582,"(-20.81451416015625, -17.32177734375, 37.2222900390625)"
2020/04/03/19:48:32.367969,"(-20.54595947265625, -17.840576171875, 37.5244140625)"
2020/04/03/19:48:32.461774,"(-20.855712890625, -17.66357421875, 37.85858154296875)"
2020/04/03/19:48:32.561659,"(-20.947265625, -17.3431396484375, 39.13421630859375)"
2020/04/03/19:48:32.659834,"(-20.30181884765625, -17.852783203125, 38.14849853515625)"
2020/04/03/19:48:32.760649,"(-20.855712890625, -17.66357421875, 37.85858154296875)"
2020/04/03/19:48:32.858246,"(-20.28656005859375, -17.33551025390625, 37.82958984375)"
2020/04/03/19:48:32.953007,"(-20.21942138671875, -17.49267578125, 36.8743896484375)"
2020/04/03/19:48:33.053031,"(-19.7265625, -18.194580078125, 38.1195068359375)"
2020/04/03/19:48:33.153900,"(-20.2789306640625, -18.01605224609375, 37.82958984375)"
2020/04/03/19:48:33.256281,"(-20.81451416015625, -17.32177734375, 37.2222900390625)"
2020/04/03/19:48:33.356108,"(-20.947265625, -17.3431396484375, 39.13421630859375)"
2020/04/03/19:48:33.456351,"(-20.54595947265625, -17.840576171875, 37.5244140625)"
2020/04/03/19:48:33.559897,"(-20.30181884765625, -17.852783203125, 38.14849853515625)"
2020/04/03/19:48:33.660913,"(-20.52459716796875, -17.6605224609375, 37.20703125)"
2020/04/03/19:48:33.760451,"(-20.58868408203125, -17.8497314453125, 38.1622314453125)"
2020/04/03/19:48:33.859708,"(-20.8282470703125, -18.1732177734375, 37.5396728515625)"
2020/04/03/19:48:33.959804,"(-20.77178955078125, -17.31414794921875, 36.58447265625)"
2020/04/03/19:48:34.063219,"(-20.54595947265625, -17.840576171875, 37.5244140625)"
2020/04/03/19:48:34.165280,"(-21.08154296875, -17.1356201171875, 36.91864013671875)"
2020/04/03/19:48:34.262122,"(-20.5169677734375, -18.35174560546875, 37.20550537109375)"
2020/04/03/19:48:34.361735,"(-20.86334228515625, -16.9830322265625, 37.860107421875)"
2020/04/03/19:48:34.463381,"(-21.4324951171875, -17.32177734375, 37.8875732421875)"
2020/04/03/19:48:34.563647,"(-20.5169677734375, -18.35174560546875, 37.20550537109375)"
2020/04/03/19:48:34.664572,"(-20.28656005859375, -17.33551025390625, 37.82958984375)"
2020/04/03/19:48:34.768039,"(-20.84808349609375, -18.35479736328125, 37.8570556640625)"
2020/04/03/19:48:34.866070,"(-21.4569091796875, -17.1478271484375, 38.20648193359375)"
2020/04/03/19:48:34.965930,"(-20.29571533203125, -18.5333251953125, 38.14697265625)"
2020/04/03/19:48:35.067574,"(-20.5810546875, -18.5302734375, 38.16070556640625)"
2020/04/03/19:48:35.159945,"(-20.78399658203125, -18.16558837890625, 36.90185546875)"
2020/04/03/19:48:35.259355,"(-19.7265625, -18.194580078125, 38.1195068359375)"
2020/04/03/19:48:35.359177,"(-20.29571533203125, -18.5333251953125, 38.14697265625)"
2020/04/03/19:48:35.460003,"(-21.13037109375, -18.68743896484375, 37.87078857421875)"
2020/04/03/19:48:35.563366,"(-20.58868408203125, -17.8497314453125, 38.1622314453125)"
2020/04/03/19:48:35.662420,"(-20.6085205078125, -18.0206298828125, 38.48114013671875)"
2020/04/03/19:48:35.762557,"(-20.76416015625, -17.99468994140625, 36.58447265625)"
2020/04/03/19:48:35.863964,"(-20.56121826171875, -18.35784912109375, 37.84332275390625)"
2020/04/03/19:48:35.966294,"(-21.3653564453125, -17.4774169921875, 36.932373046875)"
2020/04/03/19:48:36.064645,"(-20.91522216796875, -18.1884765625, 38.81378173828125)"
2020/04/03/19:48:36.171821,"(-21.18682861328125, -17.6666259765625, 38.5101318359375)"
2020/04/03/19:48:36.266272,"(-20.58563232421875, -18.18389892578125, 38.1622314453125)"
2020/04/03/19:48:36.359328,"(-21.09375, -17.99774169921875, 37.2344970703125)"
2020/04/03/19:48:36.457807,"(-19.9920654296875, -18.0206298828125, 37.81585693359375)"
2020/04/03/19:48:36.557234,"(-20.58563232421875, -18.18389892578125, 38.1622314453125)"
2020/04/03/19:48:36.658284,"(-21.48895263671875, -18.18084716796875, 38.8427734375)"
2020/04/03/19:48:36.762560,"(-21.32110595703125, -17.4713134765625, 36.2945556640625)"
2020/04/03/19:48:36.861823,"(-21.3653564453125, -17.4774169921875, 36.932373046875)"
2020/04/03/19:48:36.960746,"(-20.6298828125, -18.1915283203125, 38.79852294921875)"
2020/04/03/19:48:37.061664,"(-21.18682861328125, -17.6666259765625, 38.5101318359375)"
2020/04/03/19:48:37.165158,"(-20.5169677734375, -18.35174560546875, 37.20550537109375)"
2020/04/03/19:48:37.266365,"(-20.30181884765625, -17.852783203125, 38.14849853515625)"
2020/04/03/19:48:37.363245,"(-20.8953857421875, -18.01605224609375, 38.494873046875)"
2020/04/03/19:48:37.467403,"(-20.855712890625, -17.66357421875, 37.85858154296875)"
2020/04/03/19:48:37.566092,"(-20.9197998046875, -17.852783203125, 38.81378173828125)"
2020/04/03/19:48:37.665458,"(-20.5413818359375, -18.17779541015625, 37.5244140625)"
2020/04/03/19:48:37.765784,"(-21.16546630859375, -17.4957275390625, 38.1927490234375)"
2020/04/03/19:48:37.869117,"(-21.7193603515625, -17.31719970703125, 37.90283203125)"
2020/04/03/19:48:37.969389,"(-20.3460693359375, -17.85888671875, 38.7847900390625)"
2020/04/03/19:48:38.068138,"(-21.16241455078125, -17.840576171875, 38.19122314453125)"
2020/04/03/19:48:38.168789,"(-20.56121826171875, -18.35784912109375, 37.84332275390625)"
2020/04/03/19:48:38.271801,"(-21.48895263671875, -18.18084716796875, 38.8427734375)"
2020/04/03/19:48:38.372030,"(-20.3155517578125, -18.70574951171875, 38.46588134765625)"
2020/04/03/19:48:38.471053,"(-21.09375, -17.99774169921875, 37.2344970703125)"
2020/04/03/19:48:38.574549,"(-21.49200439453125, -17.84515380859375, 38.8427734375)"
2020/04/03/19:48:38.674041,"(-21.40350341796875, -17.8314208984375, 37.56866455078125)"
2020/04/03/19:48:38.773066,"(-20.82366943359375, -18.51959228515625, 37.53814697265625)"
2020/04/03/19:48:38.873957,"(-20.855712890625, -17.66357421875, 37.85858154296875)"
2020/04/03/19:48:38.975103,"(-21.722412109375, -16.97235107421875, 37.90283203125)"
2020/04/03/19:48:39.078135,"(-20.29571533203125, -18.5333251953125, 38.14697265625)"
2020/04/03/19:48:39.181530,"(-21.40350341796875, -17.8314208984375, 37.56866455078125)"
2020/04/03/19:48:39.279574,"(-20.37811279296875, -18.8934326171875, 39.4195556640625)"
