time,.data
2020/04/03/19:50:38.820134,"(-18.511962890625, -18.37615966796875, 37.10479736328125)"
2020/04/03/19:50:38.918235,"(-17.9046630859375, -19.573974609375, 36.75537109375)"
2020/04/03/19:50:39.018493,"(-18.17474365234375, -19.05364990234375, 36.45172119140625)"
2020/04/03/19:50:39.119767,"(-18.53179931640625, -18.548583984375, 37.4237060546875)"
2020/04/03/19:50:39.222959,"(-18.59893798828125, -18.39141845703125, 38.37890625)"
2020/04/03/19:50:39.322957,"(-18.81561279296875, -18.88885498046875, 37.43743896484375)"
2020/04/03/19:50:39.422266,"(-18.5516357421875, -18.719482421875, 37.7410888671875)"
2020/04/03/19:50:39.521858,"(-18.97735595703125, -18.1732177734375, 35.540771484375)"
2020/04/03/19:50:39.624897,"(-18.52874755859375, -18.8934326171875, 37.42218017578125)"
2020/04/03/19:50:39.723971,"(-17.66510009765625, -19.23980712890625, 37.3779296875)"
2020/04/03/19:50:39.824145,"(-18.4844970703125, -18.88580322265625, 36.785888671875)"
2020/04/03/19:50:39.925783,"(-19.061279296875, -18.5333251953125, 36.81488037109375)"
2020/04/03/19:50:40.029086,"(-18.50433349609375, -19.05670166015625, 37.103271484375)"
2020/04/03/19:50:40.128351,"(-18.1976318359375, -18.88885498046875, 36.7706298828125)"
2020/04/03/19:50:40.226590,"(-18.841552734375, -18.3807373046875, 37.75634765625)"
2020/04/03/19:50:40.328008,"(-18.24188232421875, -18.896484375, 37.408447265625)"
2020/04/03/19:50:40.431410,"(-18.65997314453125, -19.03228759765625, 35.20660400390625)"
2020/04/03/19:50:40.529023,"(-18.1182861328125, -18.18389892578125, 35.498046875)"
2020/04/03/19:50:40.630212,"(-19.3511962890625, -18.18389892578125, 36.83013916015625)"
2020/04/03/19:50:40.734773,"(-19.3511962890625, -18.18389892578125, 36.83013916015625)"
2020/04/03/19:50:40.832402,"(-19.36798095703125, -18.701171875, 37.14752197265625)"
2020/04/03/19:50:40.933347,"(-18.50433349609375, -19.05670166015625, 37.103271484375)"
2020/04/03/19:50:41.032519,"(-19.04144287109375, -18.3624267578125, 36.4959716796875)"
2020/04/03/19:50:41.126850,"(-19.2840576171875, -18.35174560546875, 35.8734130859375)"
2020/04/03/19:50:41.224627,"(-18.72711181640625, -18.8751220703125, 36.16180419921875)"
2020/04/03/19:50:41.327137,"(-18.7713623046875, -18.88275146484375, 36.79962158203125)"
2020/04/03/19:50:41.425425,"(-18.7713623046875, -18.88275146484375, 36.79962158203125)"
2020/04/03/19:50:41.528638,"(-18.75152587890625, -18.701171875, 36.480712890625)"
2020/04/03/19:50:41.628852,"(-19.63043212890625, -18.87054443359375, 36.8438720703125)"
2020/04/03/19:50:41.727431,"(-19.6380615234375, -18.18084716796875, 36.8438720703125)"
2020/04/03/19:50:41.828048,"(-19.20013427734375, -17.99163818359375, 34.600830078125)"
2020/04/03/19:50:41.930555,"(-18.9666748046875, -19.20013427734375, 35.53924560546875)"
2020/04/03/19:50:42.031529,"(-18.72711181640625, -18.8751220703125, 36.16180419921875)"
2020/04/03/19:50:42.129979,"(-18.81561279296875, -18.88885498046875, 37.43743896484375)"
2020/04/03/19:50:42.231142,"(-19.05670166015625, -18.87969970703125, 36.81488037109375)"
2020/04/03/19:50:42.337017,"(-19.30389404296875, -18.52264404296875, 36.19232177734375)"
2020/04/03/19:50:42.435641,"(-18.194580078125, -19.22454833984375, 36.7706298828125)"
2020/04/03/19:50:42.533623,"(-17.999267578125, -18.90716552734375, 38.031005859375)"
2020/04/03/19:50:42.634315,"(-19.0765380859375, -19.05059814453125, 37.13226318359375)"
2020/04/03/19:50:42.729161,"(-17.90771484375, -19.2291259765625, 36.75689697265625)"
2020/04/03/19:50:42.825397,"(-19.6380615234375, -18.18084716796875, 36.8438720703125)"
2020/04/03/19:50:42.926405,"(-19.01702880859375, -18.52569580078125, 36.17706298828125)"
2020/04/03/19:50:43.026967,"(-19.32830810546875, -18.35784912109375, 36.51123046875)"
2020/04/03/19:50:43.130398,"(-18.7713623046875, -18.88275146484375, 36.79962158203125)"
2020/04/03/19:50:43.227602,"(-18.7713623046875, -18.88275146484375, 36.79962158203125)"
2020/04/03/19:50:43.329594,"(-19.04144287109375, -18.3624267578125, 36.4959716796875)"
2020/04/03/19:50:43.433908,"(-18.9697265625, -18.86444091796875, 35.540771484375)"
2020/04/03/19:50:43.533885,"(-19.0765380859375, -19.05059814453125, 37.13226318359375)"
2020/04/03/19:50:43.631360,"(-18.47991943359375, -19.22149658203125, 36.78436279296875)"
2020/04/03/19:50:43.732568,"(-19.903564453125, -18.00537109375, 36.54022216796875)"
2020/04/03/19:50:43.835552,"(-19.036865234375, -18.69659423828125, 36.4959716796875)"
2020/04/03/19:50:43.935141,"(-19.12994384765625, -18.37615966796875, 37.7716064453125)"
2020/04/03/19:50:44.033836,"(-18.72711181640625, -18.8751220703125, 36.16180419921875)"
2020/04/03/19:50:44.134666,"(-19.30389404296875, -18.52264404296875, 36.19232177734375)"
2020/04/03/19:50:44.238386,"(-19.6380615234375, -18.18084716796875, 36.8438720703125)"
2020/04/03/19:50:44.338596,"(-19.0765380859375, -19.05059814453125, 37.13226318359375)"
2020/04/03/19:50:44.437299,"(-20.11871337890625, -18.50433349609375, 35.5987548828125)"
2020/04/03/19:50:44.537628,"(-19.793701171875, -18.1549072265625, 34.94720458984375)"
2020/04/03/19:50:44.639207,"(-18.707275390625, -18.69354248046875, 35.84442138671875)"
2020/04/03/19:50:44.741885,"(-19.59075927734375, -18.51959228515625, 36.2060546875)"
2020/04/03/19:50:44.840328,"(-20.123291015625, -18.15948486328125, 35.5987548828125)"
2020/04/03/19:50:44.940607,"(-19.30389404296875, -18.52264404296875, 36.19232177734375)"
2020/04/03/19:50:45.041737,"(-18.83544921875, -19.061279296875, 37.75482177734375)"
2020/04/03/19:50:45.142438,"(-19.3206787109375, -19.03839111328125, 36.50970458984375)"
2020/04/03/19:50:45.242777,"(-19.6380615234375, -18.18084716796875, 36.8438720703125)"
2020/04/03/19:50:45.345433,"(-19.32373046875, -18.69354248046875, 36.50970458984375)"
2020/04/03/19:50:45.445615,"(-19.63348388671875, -18.52569580078125, 36.8438720703125)"
2020/04/03/19:50:45.544848,"(-19.6258544921875, -19.207763671875, 36.84234619140625)"
2020/04/03/19:50:45.645146,"(-20.1873779296875, -18.34716796875, 36.553955078125)"
2020/04/03/19:50:45.747783,"(-20.147705078125, -17.99468994140625, 35.91766357421875)"
2020/04/03/19:50:45.846462,"(-19.87762451171875, -18.5150146484375, 36.2213134765625)"
2020/04/03/19:50:45.947932,"(-19.677734375, -18.5333251953125, 37.481689453125)"
2020/04/03/19:50:46.048804,"(-19.32373046875, -18.69354248046875, 36.50970458984375)"
2020/04/03/19:50:46.152131,"(-19.98443603515625, -18.701171875, 37.81280517578125)"
2020/04/03/19:50:46.251489,"(-19.34814453125, -18.5302734375, 36.82861328125)"
2020/04/03/19:50:46.352266,"(-19.38018798828125, -19.56329345703125, 37.46490478515625)"
2020/04/03/19:50:46.450642,"(-19.86083984375, -17.99774169921875, 35.90240478515625)"
2020/04/03/19:50:46.544000,"(-20.18280029296875, -18.682861328125, 36.55242919921875)"
2020/04/03/19:50:46.642474,"(-19.256591796875, -18.86138916015625, 35.55450439453125)"
2020/04/03/19:50:46.742812,"(-19.2840576171875, -18.35174560546875, 35.8734130859375)"
2020/04/03/19:50:46.844110,"(-19.86846923828125, -19.195556640625, 36.21978759765625)"
2020/04/03/19:50:46.945719,"(-18.994140625, -18.69049072265625, 35.85968017578125)"
2020/04/03/19:50:47.046099,"(-19.903564453125, -18.00537109375, 36.54022216796875)"
2020/04/03/19:50:47.145703,"(-19.37103271484375, -18.365478515625, 37.14752197265625)"
2020/04/03/19:50:47.246322,"(-20.4498291015625, -18.50738525390625, 36.248779296875)"
2020/04/03/19:50:47.338308,"(-19.37103271484375, -18.365478515625, 37.14752197265625)"
2020/04/03/19:50:47.439643,"(-20.1873779296875, -18.34716796875, 36.553955078125)"
2020/04/03/19:50:47.538970,"(-19.88372802734375, -17.83447265625, 36.22283935546875)"
2020/04/03/19:50:47.638969,"(-19.598388671875, -17.8375244140625, 36.20758056640625)"
2020/04/03/19:50:47.740394,"(-20.14007568359375, -18.6767578125, 35.9161376953125)"
2020/04/03/19:50:47.843842,"(-19.9615478515625, -18.8751220703125, 37.493896484375)"
2020/04/03/19:50:47.944259,"(-19.8974609375, -18.68743896484375, 36.5386962890625)"
2020/04/03/19:50:48.042166,"(-19.04144287109375, -18.3624267578125, 36.4959716796875)"
2020/04/03/19:50:48.145275,"(-19.4305419921875, -18.88885498046875, 38.10272216796875)"
2020/04/03/19:50:48.243158,"(-19.59381103515625, -18.1732177734375, 36.20758056640625)"
2020/04/03/19:50:48.345090,"(-20.23162841796875, -18.35479736328125, 37.1917724609375)"
2020/04/03/19:50:48.450849,"(-19.085693359375, -18.3685302734375, 37.1337890625)"
2020/04/03/19:50:48.547717,"(-19.921875, -18.52264404296875, 36.85760498046875)"
2020/04/03/19:50:48.645926,"(-19.061279296875, -18.5333251953125, 36.81488037109375)"
2020/04/03/19:50:48.747944,"(-18.9727783203125, -18.51959228515625, 35.540771484375)"
2020/04/03/19:50:48.850400,"(-18.72711181640625, -18.8751220703125, 36.16180419921875)"
2020/04/03/19:50:48.950133,"(-19.3206787109375, -19.03839111328125, 36.50970458984375)"
2020/04/03/19:50:49.049103,"(-18.707275390625, -18.69354248046875, 35.84442138671875)"
2020/04/03/19:50:49.150320,"(-19.6380615234375, -18.18084716796875, 36.8438720703125)"
2020/04/03/19:50:49.243045,"(-18.83544921875, -19.061279296875, 37.75482177734375)"
2020/04/03/19:50:49.343229,"(-19.390869140625, -18.536376953125, 37.4664306640625)"
2020/04/03/19:50:49.441834,"(-19.7265625, -18.194580078125, 38.1195068359375)"
2020/04/03/19:50:49.543350,"(-19.59075927734375, -18.51959228515625, 36.2060546875)"
2020/04/03/19:50:49.645542,"(-19.903564453125, -18.00537109375, 36.54022216796875)"
2020/04/03/19:50:49.744059,"(-18.94989013671875, -18.682861328125, 35.22186279296875)"
2020/04/03/19:50:49.844654,"(-18.71795654296875, -17.6666259765625, 35.845947265625)"
2020/04/03/19:50:49.944968,"(-20.477294921875, -17.99774169921875, 36.5692138671875)"
2020/04/03/19:50:50.047354,"(-19.83795166015625, -18.16253662109375, 35.58349609375)"
2020/04/03/19:50:50.147486,"(-19.085693359375, -18.3685302734375, 37.1337890625)"
2020/04/03/19:50:50.247266,"(-18.9697265625, -18.86444091796875, 35.540771484375)"
2020/04/03/19:50:50.350667,"(-18.71185302734375, -18.35784912109375, 35.84442138671875)"
2020/04/03/19:50:50.450216,"(-19.2596435546875, -18.5150146484375, 35.55450439453125)"
2020/04/03/19:50:50.550318,"(-19.61822509765625, -18.0084228515625, 36.5264892578125)"
2020/04/03/19:50:50.654680,"(-19.903564453125, -18.00537109375, 36.54022216796875)"
2020/04/03/19:50:50.754187,"(-19.04144287109375, -18.3624267578125, 36.4959716796875)"
2020/04/03/19:50:50.855242,"(-19.3756103515625, -18.0206298828125, 37.1490478515625)"
2020/04/03/19:50:50.954113,"(-19.061279296875, -18.5333251953125, 36.81488037109375)"
2020/04/03/19:50:51.054478,"(-19.3115234375, -17.840576171875, 36.19384765625)"
2020/04/03/19:50:51.158024,"(-19.6624755859375, -18.01605224609375, 37.16278076171875)"
2020/04/03/19:50:51.256212,"(-19.403076171875, -17.50946044921875, 37.46795654296875)"
2020/04/03/19:50:51.359142,"(-19.01702880859375, -18.52569580078125, 36.17706298828125)"
2020/04/03/19:50:51.456314,"(-18.9971923828125, -18.35479736328125, 35.85968017578125)"
2020/04/03/19:50:51.558536,"(-18.5394287109375, -17.86651611328125, 37.4237060546875)"
2020/04/03/19:50:51.660485,"(-18.5089111328125, -18.71185302734375, 37.10479736328125)"
2020/04/03/19:50:51.759524,"(-19.3511962890625, -18.18389892578125, 36.83013916015625)"
2020/04/03/19:50:51.859096,"(-19.04144287109375, -18.3624267578125, 36.4959716796875)"
2020/04/03/19:50:51.963403,"(-19.15283203125, -18.20220947265625, 38.09051513671875)"
2020/04/03/19:50:52.061316,"(-19.0887451171875, -18.023681640625, 37.1337890625)"
2020/04/03/19:50:52.161157,"(-19.3634033203125, -17.15850830078125, 36.8316650390625)"
2020/04/03/19:50:52.261482,"(-19.903564453125, -18.00537109375, 36.54022216796875)"
2020/04/03/19:50:52.363886,"(-19.35577392578125, -17.8497314453125, 36.83013916015625)"
2020/04/03/19:50:52.463603,"(-19.01702880859375, -18.52569580078125, 36.17706298828125)"
2020/04/03/19:50:52.563982,"(-19.39544677734375, -18.1915283203125, 37.4664306640625)"
2020/04/03/19:50:52.664575,"(-19.0887451171875, -18.023681640625, 37.1337890625)"
2020/04/03/19:50:52.766791,"(-19.15283203125, -18.20220947265625, 38.09051513671875)"
2020/04/03/19:50:52.866325,"(-19.3115234375, -17.840576171875, 36.19384765625)"
2020/04/03/19:50:52.967166,"(-20.1507568359375, -17.64984130859375, 35.91766357421875)"
2020/04/03/19:50:53.067411,"(-18.487548828125, -18.5394287109375, 36.785888671875)"
2020/04/03/19:50:53.160908,"(-18.76220703125, -17.67425537109375, 36.4837646484375)"
2020/04/03/19:50:53.259229,"(-18.76220703125, -17.67425537109375, 36.4837646484375)"
2020/04/03/19:50:53.359773,"(-19.57855224609375, -17.65594482421875, 35.888671875)"
2020/04/03/19:50:53.460554,"(-18.74237060546875, -17.50335693359375, 36.16485595703125)"
2020/04/03/19:50:53.562917,"(-19.268798828125, -17.83447265625, 35.5560302734375)"
2020/04/03/19:50:53.663030,"(-19.3115234375, -17.840576171875, 36.19384765625)"
2020/04/03/19:50:53.764379,"(-18.74237060546875, -17.50335693359375, 36.16485595703125)"
2020/04/03/19:50:53.868495,"(-18.23272705078125, -17.68951416015625, 37.09259033203125)"
2020/04/03/19:50:53.964522,"(-18.76678466796875, -17.33856201171875, 36.4837646484375)"
2020/04/03/19:50:54.065368,"(-18.7225341796875, -17.33245849609375, 35.84747314453125)"
2020/04/03/19:50:54.158047,"(-18.1854248046875, -18.0267333984375, 36.45477294921875)"
2020/04/03/19:50:54.258247,"(-18.511962890625, -18.37615966796875, 37.10479736328125)"
2020/04/03/19:50:54.359178,"(-18.73779296875, -17.8497314453125, 36.16485595703125)"
2020/04/03/19:50:54.458694,"(-18.49212646484375, -18.194580078125, 36.78741455078125)"
2020/04/03/19:50:54.558173,"(-19.403076171875, -17.50946044921875, 37.46795654296875)"
2020/04/03/19:50:54.662252,"(-18.71490478515625, -18.01300048828125, 35.845947265625)"
2020/04/03/19:50:54.760149,"(-18.9849853515625, -17.49267578125, 35.54229736328125)"
2020/04/03/19:50:54.861864,"(-19.04449462890625, -18.01605224609375, 36.49749755859375)"
2020/04/03/19:50:54.960633,"(-18.75762939453125, -18.0206298828125, 36.4837646484375)"
2020/04/03/19:50:55.054369,"(-19.04144287109375, -18.3624267578125, 36.4959716796875)"
2020/04/03/19:50:55.152597,"(-18.45550537109375, -17.50640869140625, 36.151123046875)"
2020/04/03/19:50:55.253188,"(-18.1854248046875, -18.0267333984375, 36.45477294921875)"
2020/04/03/19:50:55.353552,"(-18.1182861328125, -18.18389892578125, 35.498046875)"
2020/04/03/19:50:55.447711,"(-18.51654052734375, -18.03131103515625, 37.1063232421875)"
2020/04/03/19:50:55.545392,"(-19.38323974609375, -17.33856201171875, 37.15057373046875)"
2020/04/03/19:50:55.645650,"(-18.96514892578125, -17.32177734375, 35.22491455078125)"
2020/04/03/19:50:55.770844,"(-18.1427001953125, -18.0206298828125, 35.81695556640625)"
2020/04/03/19:50:55.912014,"(-18.78662109375, -17.50946044921875, 36.80267333984375)"
2020/04/03/19:50:55.948322,"(-18.51959228515625, -17.6849365234375, 37.1063232421875)"
2020/04/03/19:50:56.094655,"(-17.94281005859375, -18.03741455078125, 37.07733154296875)"
2020/04/03/19:50:56.156662,"(-17.68035888671875, -17.877197265625, 37.3809814453125)"
2020/04/03/19:50:56.312589,"(-18.4326171875, -17.67120361328125, 35.83221435546875)"
2020/04/03/19:50:56.375321,"(-18.54248046875, -17.52166748046875, 37.42523193359375)"
2020/04/03/19:50:56.473318,"(-18.26934814453125, -18.3868408203125, 37.7288818359375)"
2020/04/03/19:50:56.583742,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:50:56.656166,"(-18.73779296875, -17.8497314453125, 36.16485595703125)"
2020/04/03/19:50:56.755796,"(-18.98956298828125, -17.1478271484375, 35.5438232421875)"
2020/04/03/19:50:56.922170,"(-18.4967041015625, -17.85888671875, 36.78741455078125)"
2020/04/03/19:50:56.949083,"(-18.45550537109375, -17.50640869140625, 36.151123046875)"
2020/04/03/19:50:57.121473,"(-18.23272705078125, -17.68951416015625, 37.09259033203125)"
2020/04/03/19:50:57.148853,"(-18.20526123046875, -18.19915771484375, 36.77215576171875)"
2020/04/03/19:50:57.334626,"(-18.70269775390625, -17.14935302734375, 35.528564453125)"
2020/04/03/19:50:57.339357,"(-18.682861328125, -16.97845458984375, 35.20965576171875)"
2020/04/03/19:50:57.531499,"(-18.49212646484375, -18.194580078125, 36.78741455078125)"
2020/04/03/19:50:57.540040,"(-18.145751953125, -17.67425537109375, 35.81695556640625)"
2020/04/03/19:50:57.735959,"(-18.80645751953125, -17.681884765625, 37.12158203125)"
2020/04/03/19:50:57.742624,"(-18.52264404296875, -17.35076904296875, 37.10784912109375)"
2020/04/03/19:50:57.940423,"(-18.658447265625, -17.14324951171875, 34.8907470703125)"
2020/04/03/19:50:57.947343,"(-18.71795654296875, -17.6666259765625, 35.845947265625)"
2020/04/03/19:50:58.152603,"(-18.73779296875, -17.8497314453125, 36.16485595703125)"
2020/04/03/19:50:58.153724,"(-18.1854248046875, -18.0267333984375, 36.45477294921875)"
2020/04/03/19:50:58.224068,"(-18.41278076171875, -17.498779296875, 35.51483154296875)"
2020/04/03/19:50:58.356853,"(-18.5394287109375, -17.86651611328125, 37.4237060546875)"
2020/04/03/19:50:58.425643,"(-18.76678466796875, -17.33856201171875, 36.4837646484375)"
2020/04/03/19:50:58.556425,"(-18.5394287109375, -17.86651611328125, 37.4237060546875)"
2020/04/03/19:50:58.628833,"(-18.45245361328125, -17.852783203125, 36.14959716796875)"
2020/04/03/19:50:58.729314,"(-18.73779296875, -17.8497314453125, 36.16485595703125)"
2020/04/03/19:50:58.827969,"(-18.71490478515625, -18.01300048828125, 35.845947265625)"
2020/04/03/19:50:58.923242,"(-18.603515625, -18.0450439453125, 38.38043212890625)"
2020/04/03/19:50:59.023047,"(-18.22967529296875, -18.03436279296875, 37.091064453125)"
2020/04/03/19:50:59.123585,"(-18.12591552734375, -17.50335693359375, 35.49957275390625)"
2020/04/03/19:50:59.222357,"(-18.1732177734375, -17.16461181640625, 36.13739013671875)"
2020/04/03/19:50:59.324887,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:50:59.421357,"(-18.6981201171875, -17.4957275390625, 35.528564453125)"
2020/04/03/19:50:59.522157,"(-18.41583251953125, -17.1539306640625, 35.51483154296875)"
2020/04/03/19:50:59.622731,"(-19.012451171875, -16.9830322265625, 35.86273193359375)"
2020/04/03/19:50:59.725043,"(-18.73779296875, -17.8497314453125, 36.16485595703125)"
2020/04/03/19:50:59.824193,"(-18.78662109375, -17.50946044921875, 36.80267333984375)"
2020/04/03/19:50:59.925610,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:51:00.028291,"(-19.05670166015625, -16.99066162109375, 36.4990234375)"
2020/04/03/19:51:00.128157,"(-18.8140869140625, -17.0013427734375, 37.12158203125)"
2020/04/03/19:51:00.230734,"(-18.78662109375, -17.50946044921875, 36.80267333984375)"
2020/04/03/19:51:00.328111,"(-18.1732177734375, -17.16461181640625, 36.13739013671875)"
2020/04/03/19:51:00.432413,"(-18.23272705078125, -17.68951416015625, 37.09259033203125)"
2020/04/03/19:51:00.530948,"(-17.9656982421875, -17.8741455078125, 37.396240234375)"
2020/04/03/19:51:00.631516,"(-17.8985595703125, -18.03131103515625, 36.43951416015625)"
2020/04/03/19:51:00.731806,"(-18.4356689453125, -17.33551025390625, 35.83221435546875)"
2020/04/03/19:51:00.826473,"(-18.212890625, -17.51708984375, 36.773681640625)"
2020/04/03/19:51:00.925885,"(-18.23272705078125, -17.68951416015625, 37.09259033203125)"
2020/04/03/19:51:01.023219,"(-19.12078857421875, -17.16766357421875, 37.45574951171875)"
2020/04/03/19:51:01.123532,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:51:01.226143,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:51:01.328257,"(-18.4356689453125, -17.33551025390625, 35.83221435546875)"
2020/04/03/19:51:01.427697,"(-17.913818359375, -16.6595458984375, 36.44256591796875)"
2020/04/03/19:51:01.527253,"(-17.93060302734375, -17.17681884765625, 36.75994873046875)"
2020/04/03/19:51:01.634644,"(-18.75, -16.82281494140625, 36.16790771484375)"
2020/04/03/19:51:01.728488,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:51:01.830106,"(-18.499755859375, -17.5140380859375, 36.78741455078125)"
2020/04/03/19:51:01.930122,"(-17.9229736328125, -17.86651611328125, 36.7584228515625)"
2020/04/03/19:51:02.023796,"(-18.73016357421875, -16.6412353515625, 35.84747314453125)"
2020/04/03/19:51:02.124126,"(-17.59185791015625, -17.86346435546875, 36.10687255859375)"
2020/04/03/19:51:02.222363,"(-17.87872314453125, -17.85888671875, 36.12060546875)"
2020/04/03/19:51:02.324467,"(-18.24188232421875, -17.0074462890625, 37.09259033203125)"
2020/04/03/19:51:02.417622,"(-18.1884765625, -17.681884765625, 36.45477294921875)"
2020/04/03/19:51:02.515759,"(-18.41278076171875, -17.498779296875, 35.51483154296875)"
2020/04/03/19:51:02.616502,"(-18.408203125, -17.84515380859375, 35.5133056640625)"
2020/04/03/19:51:02.715785,"(-17.90313720703125, -17.6849365234375, 36.43951416015625)"
2020/04/03/19:51:02.819200,"(-17.61627197265625, -17.68951416015625, 36.42578125)"
2020/04/03/19:51:02.920591,"(-18.2098388671875, -17.86346435546875, 36.773681640625)"
2020/04/03/19:51:03.019823,"(-18.499755859375, -17.5140380859375, 36.78741455078125)"
2020/04/03/19:51:03.118974,"(-18.80950927734375, -17.34619140625, 37.12158203125)"
2020/04/03/19:51:03.219872,"(-18.2373046875, -17.35382080078125, 37.09259033203125)"
2020/04/03/19:51:03.321088,"(-18.41278076171875, -17.498779296875, 35.51483154296875)"
2020/04/03/19:51:03.420632,"(-18.44024658203125, -16.99066162109375, 35.833740234375)"
2020/04/03/19:51:03.526986,"(-18.23272705078125, -17.68951416015625, 37.09259033203125)"
2020/04/03/19:51:03.622173,"(-18.41278076171875, -17.498779296875, 35.51483154296875)"
2020/04/03/19:51:03.724463,"(-17.92755126953125, -17.52166748046875, 36.7584228515625)"
2020/04/03/19:51:03.822716,"(-18.1976318359375, -17.0013427734375, 36.456298828125)"
2020/04/03/19:51:03.917873,"(-17.86651611328125, -16.99676513671875, 35.80474853515625)"
2020/04/03/19:51:04.016454,"(-17.66815185546875, -17.01507568359375, 37.0635986328125)"
2020/04/03/19:51:04.115159,"(-18.7469482421875, -17.15850830078125, 36.1663818359375)"
2020/04/03/19:51:04.215273,"(-18.487548828125, -16.65191650390625, 36.4715576171875)"
2020/04/03/19:51:04.307886,"(-17.620849609375, -17.35382080078125, 36.42578125)"
2020/04/03/19:51:04.410269,"(-18.5028076171875, -17.16766357421875, 36.7889404296875)"
2020/04/03/19:51:04.507727,"(-18.52264404296875, -17.35076904296875, 37.10784912109375)"
2020/04/03/19:51:04.608626,"(-18.7469482421875, -17.15850830078125, 36.1663818359375)"
2020/04/03/19:51:04.711649,"(-19.3084716796875, -18.17779541015625, 36.19384765625)"
2020/04/03/19:51:04.812671,"(-18.75, -16.82281494140625, 36.16790771484375)"
2020/04/03/19:51:04.910422,"(-18.7225341796875, -17.33245849609375, 35.84747314453125)"
2020/04/03/19:51:05.010938,"(-18.7225341796875, -17.33245849609375, 35.84747314453125)"
2020/04/03/19:51:05.115959,"(-18.44024658203125, -16.99066162109375, 35.833740234375)"
2020/04/03/19:51:05.215317,"(-18.44329833984375, -16.644287109375, 35.833740234375)"
2020/04/03/19:51:05.314624,"(-18.73779296875, -17.8497314453125, 36.16485595703125)"
2020/04/03/19:51:05.414392,"(-19.05670166015625, -16.99066162109375, 36.4990234375)"
2020/04/03/19:51:05.517224,"(-17.65594482421875, -18.0419921875, 37.06207275390625)"
2020/04/03/19:51:05.619292,"(-18.7225341796875, -17.33245849609375, 35.84747314453125)"
2020/04/03/19:51:05.716485,"(-18.7896728515625, -17.16461181640625, 36.80267333984375)"
2020/04/03/19:51:05.817879,"(-17.6116943359375, -18.03436279296875, 36.42578125)"
2020/04/03/19:51:05.921432,"(-17.5994873046875, -17.1722412109375, 36.1083984375)"
2020/04/03/19:51:06.018436,"(-19.05670166015625, -16.99066162109375, 36.4990234375)"
2020/04/03/19:51:06.120535,"(-18.1976318359375, -17.0013427734375, 36.456298828125)"
2020/04/03/19:51:06.223475,"(-18.24188232421875, -17.0074462890625, 37.09259033203125)"
2020/04/03/19:51:06.322547,"(-18.53179931640625, -16.6595458984375, 37.10784912109375)"
2020/04/03/19:51:06.421141,"(-17.68798828125, -17.18597412109375, 37.38250732421875)"
2020/04/03/19:51:06.522422,"(-18.24188232421875, -17.0074462890625, 37.09259033203125)"
2020/04/03/19:51:06.624788,"(-18.48297119140625, -16.99676513671875, 36.47003173828125)"
2020/04/03/19:51:06.725288,"(-17.6116943359375, -18.03436279296875, 36.42578125)"
2020/04/03/19:51:06.825651,"(-17.94281005859375, -18.03741455078125, 37.07733154296875)"
2020/04/03/19:51:06.924527,"(-17.9534912109375, -17.010498046875, 37.078857421875)"
2020/04/03/19:51:07.029403,"(-17.6605224609375, -17.69561767578125, 37.0635986328125)"
2020/04/03/19:51:07.128255,"(-18.212890625, -17.51708984375, 36.773681640625)"
2020/04/03/19:51:07.230831,"(-18.133544921875, -16.82281494140625, 35.5010986328125)"
2020/04/03/19:51:07.327609,"(-18.83087158203125, -17.51708984375, 37.44049072265625)"
2020/04/03/19:51:07.430788,"(-18.45550537109375, -17.50640869140625, 36.151123046875)"
2020/04/03/19:51:07.531484,"(-18.19305419921875, -17.34619140625, 36.45477294921875)"
2020/04/03/19:51:07.630645,"(-18.17779541015625, -16.82891845703125, 36.138916015625)"
2020/04/03/19:51:07.731871,"(-18.133544921875, -16.82281494140625, 35.5010986328125)"
2020/04/03/19:51:07.832876,"(-17.88787841796875, -17.16766357421875, 36.1236572265625)"
2020/04/03/19:51:07.933476,"(-18.21746826171875, -17.1722412109375, 36.773681640625)"
2020/04/03/19:51:08.033753,"(-18.7469482421875, -17.15850830078125, 36.1663818359375)"
2020/04/03/19:51:08.133089,"(-18.70574951171875, -16.815185546875, 35.528564453125)"
2020/04/03/19:51:08.228149,"(-18.1732177734375, -17.16461181640625, 36.13739013671875)"
2020/04/03/19:51:08.328371,"(-19.43359375, -16.65496826171875, 37.78839111328125)"
2020/04/03/19:51:08.424592,"(-18.19305419921875, -17.34619140625, 36.45477294921875)"
2020/04/03/19:51:08.525097,"(-18.40362548828125, -16.302490234375, 35.19744873046875)"
2020/04/03/19:51:08.627381,"(-18.1976318359375, -17.0013427734375, 36.456298828125)"
2020/04/03/19:51:08.726786,"(-17.90618896484375, -17.35076904296875, 36.4410400390625)"
2020/04/03/19:51:08.828338,"(-18.78662109375, -17.50946044921875, 36.80267333984375)"
2020/04/03/19:51:08.933159,"(-18.25714111328125, -17.52471923828125, 37.4114990234375)"
2020/04/03/19:51:09.031157,"(-17.88787841796875, -17.16766357421875, 36.1236572265625)"
